X(mm),Y(mm),Z(mm)
-0.994754,895.389078,0.000000
-0.976852,894.958992,0.000000
-0.959183,894.528906,0.000000
-0.941747,894.098820,0.000000
-0.924541,893.668734,0.000000
-0.907561,893.238648,0.000000
-0.890807,892.808562,0.000000
-0.874277,892.378476,0.000000
-0.857972,891.948390,0.000000
-0.841886,891.518304,0.000000
-0.826020,891.088218,0.000000
-0.810370,890.658132,0.000000
-0.794935,890.228046,0.000000
-0.779716,889.797960,0.000000
-0.764709,889.367874,0.000000
-0.749911,888.937788,0.000000
-0.735322,888.507702,0.000000
-0.720938,888.077616,0.000000
-0.706762,887.647530,0.000000
-0.692788,887.217443,0.000000
-0.679016,886.787357,0.000000
-0.665443,886.357271,0.000000
-0.652069,885.927185,0.000000
-0.638890,885.497099,0.000000
-0.625908,885.067013,0.000000
-0.613118,884.636927,0.000000
-0.600519,884.206841,0.000000
-0.588108,883.776755,0.000000
-0.575887,883.346669,0.000000
-0.563851,882.916583,0.000000
-0.552001,882.486497,0.000000
-0.540332,882.056411,0.000000
-0.528844,881.626325,0.000000
-0.517534,881.196239,0.000000
-0.506405,880.766153,0.000000
-0.495450,880.336067,0.000000
-0.484670,879.905981,0.000000
-0.474060,879.475895,0.000000
-0.463622,879.045809,0.000000
-0.453354,878.615723,0.000000
-0.443254,878.185637,0.000000
-0.433317,877.755551,0.000000
-0.423546,877.325465,0.000000
-0.413936,876.895379,0.000000
-0.404489,876.465293,0.000000
-0.395199,876.035207,0.000000
-0.386069,875.605121,0.000000
-0.377091,875.175035,0.000000
-0.368270,874.744949,0.000000
-0.359599,874.314863,0.000000
-0.351082,873.884777,0.000000
-0.342712,873.454691,0.000000
-0.334491,873.024605,0.000000
-0.326414,872.594519,0.000000
-0.318483,872.164433,0.000000
-0.310694,871.734347,0.000000
-0.303047,871.304261,0.000000
-0.295538,870.874175,0.000000
-0.288168,870.444089,0.000000
-0.280933,870.014003,0.000000
-0.273835,869.583917,0.000000
-0.266869,869.153831,0.000000
-0.260035,868.723745,0.000000
-0.253329,868.293659,0.000000
-0.246753,867.863573,0.000000
-0.240304,867.433487,0.000000
-0.233981,867.003401,0.000000
-0.227781,866.573315,0.000000
-0.221703,866.143229,0.000000
-0.215745,865.713143,0.000000
-0.209908,865.283057,0.000000
-0.204188,864.852971,0.000000
-0.198585,864.422885,0.000000
-0.193095,863.992799,0.000000
-0.187718,863.562713,0.000000
-0.182454,863.132627,0.000000
-0.177300,862.702541,0.000000
-0.172255,862.272454,0.000000
-0.167316,861.842368,0.000000
-0.162483,861.412282,0.000000
-0.157756,860.982196,0.000000
-0.153131,860.552110,0.000000
-0.148607,860.122024,0.000000
-0.144183,859.691938,0.000000
-0.139857,859.261852,0.000000
-0.135629,858.831766,0.000000
-0.131497,858.401680,0.000000
-0.127459,857.971594,0.000000
-0.123514,857.541508,0.000000
-0.119660,857.111422,0.000000
-0.115897,856.681336,0.000000
-0.112223,856.251250,0.000000
-0.108636,855.821164,0.000000
-0.105135,855.391078,0.000000
-0.101718,854.960992,0.000000
-0.098385,854.530906,0.000000
-0.095135,854.100820,0.000000
-0.091965,853.670734,0.000000
-0.088875,853.240648,0.000000
-0.085862,852.810562,0.000000
-0.082926,852.380476,0.000000
-0.080067,851.950390,0.000000
-0.077281,851.520304,0.000000
