===BEGIN_METADATA===
Test Name: 2026-04-08_204347_01,yyyy-mm-dd_hhmmss_{probe_num}
Note: For validation against DARLING. Hi-STIFFS v3.2
Test Type: Medium Lab w/o tops
"Speed: 25 ft/min,Stalk Spacing: 6in,Probe Height (m): 0.785
Number of ICB-Sensors: 5",Sensor Label(s): A B C D E,Sensor SNs: 001 002 003 004 005
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor A's Latest Calibration: 2026-02-28_181436,kA1: 349273.60227475094,dA1: 0.0045245532907721,cA1: 1102.3374494942836,kA2: 346675.0994387471,dA2: 0.0451524381538289,cA2: 681.8182371353614
ICB-Sensor B's Latest Calibration: 2026-02-28_191825,kB1: 285806.85492483515,dB1: 0.0038186954053924,cB1: 1779.0295562932731,kB2: 278780.10405734595,dB2: 0.0456960408628126,cB2: 910.3072104970925
ICB-Sensor C's Latest Calibration: 2026-02-28_203355,kC1: 400137.07123195945,dC1: 0.0045411310920291,cC1: 1788.4192282378208,kC2: 401512.5673837119,dC2: 0.0455171988670882,cC2: 942.1566234510974
ICB-Sensor D's Latest Calibration: 2026-02-26_195246,kD1: 327901.7793019196,dD1: 0.0055431319529345,cD1: 1092.3920580442064,kD2: 331651.3310431668,dD2: 0.0445085069339955,cD2: 837.0076372631593
ICB-Sensor E's Latest Calibration: 2026-03-13_134528,kE1: 398510.4590000597,dE1: 0.0051701866415987,cE1: -201.64965113438663,kE2: 410394.7094971476,dE2: 0.0473976078282431,cE2: -366.0193833265803
===END_METADATA===
===BEGIN_DATA===
0.112092,+0019303,+0622718,0.112151,-8388608,-8388608,0.112601,+0304207,-0139284,0.110615,-0399059,+0614383,0.112723,+0855319,+0379562,20:43:51.243286
0.115337,+0019397,+0622951,0.115396,-8388608,-8388608,0.115838,+0304129,-0139208,0.113436,-0398771,+0614306,0.115511,+0855202,+0379753,20:43:51.243286
0.118584,+0019489,+0622921,0.118642,-8388608,-8388608,0.119109,+0304161,-0139229,0.119051,-0399142,+0614222,0.118297,+0855177,+0379493,20:43:51.243286
0.121829,+0019404,+0622696,0.121955,-8388608,-8388608,0.122346,+0304170,-0139062,0.121897,-0399074,+0614405,0.121085,+0855068,+0379509,20:43:51.243286
0.125087,+0019455,+0622939,0.125192,-8388608,-8388608,0.125582,+0304041,-0138947,0.124704,-0398933,+0614306,0.123881,+0855234,+0379710,20:43:51.243286
0.128347,+0019388,+0622792,0.128430,-8388608,-8388608,0.128819,+0304235,-0139158,0.127513,-0398924,+0614098,0.126667,+0855287,+0379560,20:43:51.243286
0.131593,+0019509,+0622707,0.131667,-8388608,-8388608,0.132055,+0304046,-0139088,0.130318,-0398928,+0614482,0.132243,+0854941,+0379444,20:43:51.243286
0.134845,+0019337,+0622882,0.134905,-8388608,-8388608,0.135314,+0304131,-0139161,0.133128,-0398910,+0614380,0.135032,+0855279,+0379394,20:43:51.243286
0.138107,+0019260,+0622942,0.138165,-8388608,-8388608,0.138549,+0304055,-0139173,0.135936,-0398949,+0614407,0.137818,+0855486,+0379404,20:43:51.243286
0.141351,+0019518,+0622852,0.141417,-8388608,-8388608,0.141826,+0304242,-0139283,0.141551,-0398960,+0614194,0.140604,+0855412,+0379342,20:43:51.276315
0.144640,+0019317,+0622972,0.144698,-8388608,-8388608,0.145076,+0304168,-0139207,0.144362,-0398890,+0614153,0.143397,+0855363,+0379897,20:43:51.276315
0.147884,+0019354,+0622730,0.147943,-8388608,-8388608,0.148313,+0303986,-0139185,0.147169,-0398879,+0614419,0.146187,+0855259,+0379514,20:43:51.276315
0.151135,+0019378,+0622885,0.151259,-8388608,-8388608,0.151554,+0303610,-0138950,0.152802,-0398851,+0614524,0.151793,+0855044,+0379620,20:43:51.276315
0.154576,+0019378,+0622828,0.154509,-8388608,-8388608,0.154792,+0303610,-0139150,0.155633,-0398915,+0614545,0.154636,+0855044,+0379334,20:43:51.276315
0.157822,+0019478,+0622864,0.157746,-8388608,-8388608,0.158027,+0304133,-0139236,0.158442,-0398888,+0614317,0.157423,+0855446,+0379535,20:43:51.276315
0.161071,+0019234,+0622860,0.160982,-8388608,-8388608,0.161306,+0304040,-0139161,0.161247,-0399010,+0614490,0.160209,+0855283,+0379684,20:43:51.276315
0.164345,+0019313,+0622711,0.164225,-8388608,-8388608,0.164541,+0303998,-0138910,0.164067,-0398933,+0614483,0.163009,+0855321,+0379442,20:43:51.276315
0.167592,+0019398,+0622782,0.167476,-8388608,-8388608,0.167775,+0304084,-0139330,0.166876,-0398943,+0614393,0.165798,+0855133,+0379528,20:43:51.276315
0.170836,+0019337,+0622840,0.170714,-8388608,-8388608,0.171014,+0304277,-0139112,0.172520,-0399062,+0614387,0.171372,+0855435,+0379432,20:43:51.276315
0.174083,+0019337,+0622869,0.173984,-8388608,-8388608,0.174253,+0304099,-0139035,0.172520,-0398758,+0614387,0.174158,+0855429,+0379483,20:43:51.276315
0.177327,+0019233,+0622935,0.177227,-8388608,-8388608,0.177488,+0304053,-0138962,0.175329,-0398984,+0614216,0.176944,+0855273,+0379375,20:43:51.276315
0.180572,+0019293,+0622685,0.180464,-8388608,-8388608,0.180723,+0304126,-0139093,0.178137,-0398739,+0614501,0.179730,+0855290,+0379439,20:43:51.276315
0.183861,+0019261,+0622663,0.183718,-8388608,-8388608,0.183979,+0304169,-0139319,0.183801,-0398915,+0614323,0.182519,+0855246,+0379450,20:43:51.276315
0.187107,+0019469,+0622716,0.186991,-8388608,-8388608,0.187214,+0304318,-0139226,0.186607,-0398942,+0614205,0.185314,+0855092,+0379525,20:43:51.276315
0.190351,+0019584,+0622792,0.190228,-8388608,-8388608,0.190451,+0303911,-0139087,0.189414,-0398862,+0614297,0.188100,+0855255,+0379724,20:43:51.276315
0.193596,+0019303,+0622572,0.193474,-8388608,-8388608,0.193771,+0304020,-0139055,0.192221,-0398742,+0614459,0.193712,+0855209,+0379532,20:43:51.342990
0.196852,+0019174,+0622823,0.196790,-8388608,-8388608,0.197006,+0304171,-0138984,0.195057,-0398954,+0614147,0.196518,+0855208,+0379558,20:43:51.342990
0.200139,+0019263,+0622818,0.200067,-8388608,-8388608,0.200249,+0304044,-0139079,0.197862,-0398886,+0614494,0.199346,+0855333,+0379515,20:43:51.342990
0.203413,+0019416,+0622783,0.203342,-8388608,-8388608,0.203483,+0303566,-0139224,0.203543,-0398824,+0614504,0.202153,+0855318,+0379815,20:43:51.342990
0.206802,+0019525,+0622707,0.206682,-8388608,-8388608,0.206740,+0304110,-0139130,0.206349,-0398833,+0614401,0.205005,+0855045,+0379660,20:43:51.342990
0.210047,+0019531,+0622717,0.209919,-8388608,-8388608,0.209978,+0304005,-0139295,0.209156,-0398721,+0614423,0.207811,+0855178,+0379705,20:43:51.342990
0.213293,+0019364,+0622684,0.213169,-8388608,-8388608,0.213229,+0303951,-0139225,0.211962,-0398998,+0614188,0.213423,+0855135,+0379576,20:43:51.342990
0.216626,+0019329,+0622924,0.216504,-8388608,-8388608,0.216562,+0304120,-0139214,0.214767,-0398940,+0614300,0.216232,+0855197,+0379384,20:43:51.342990
0.219870,+0019342,+0622715,0.219740,-8388608,-8388608,0.219800,+0304186,-0139064,0.217576,-0398995,+0614290,0.219037,+0855319,+0379700,20:43:51.342990
0.223122,+0019186,+0622808,0.222993,-8388608,-8388608,0.223054,+0304055,-0139197,0.223193,-0398674,+0614347,0.221849,+0855152,+0379390,20:43:51.342990
0.226453,+0019379,+0622778,0.226331,-8388608,-8388608,0.226391,+0303890,-0139041,0.226001,-0398823,+0614263,0.224653,+0855421,+0379542,20:43:51.342990
0.229698,+0019473,+0622707,0.229570,-8388608,-8388608,0.229628,+0304238,-0139086,0.228806,-0398701,+0614296,0.227462,+0855313,+0379377,20:43:51.342990
0.232944,+0019207,+0622866,0.232807,-8388608,-8388608,0.232867,+0304162,-0139221,0.231615,-0398923,+0614529,0.233082,+0855179,+0379573,20:43:51.342990
0.236285,+0019425,+0622786,0.236103,-8388608,-8388608,0.236221,+0304223,-0139266,0.234427,-0398985,+0614474,0.235938,+0855161,+0379493,20:43:51.342990
0.239529,+0019469,+0622665,0.239340,-8388608,-8388608,0.239457,+0303992,-0139100,0.237232,-0398876,+0614609,0.238726,+0855482,+0379564,20:43:51.342990
0.242774,+0019439,+0622971,0.242576,-8388608,-8388608,0.242694,+0304144,-0139241,0.242845,-0399004,+0614417,0.241512,+0855158,+0379500,20:43:51.342990
0.246060,+0019211,+0622816,0.245823,-8388608,-8388608,0.246001,+0304084,-0139004,0.245666,-0398922,+0614240,0.244321,+0855247,+0379596,20:43:51.342990
0.249307,+0019296,+0622904,0.249060,-8388608,-8388608,0.249235,+0304213,-0139250,0.248472,-0398983,+0614333,0.247128,+0855402,+0379613,20:43:51.342990
0.252551,+0019618,+0622752,0.252297,-8388608,-8388608,0.252470,+0304253,-0139076,0.251281,-0398812,+0614534,0.252765,+0855433,+0379664,20:43:51.443282
0.255902,+0019364,+0622919,0.255691,-8388608,-8388608,0.255750,+0303962,-0139085,0.254155,-0399075,+0614313,0.255634,+0855192,+0379806,20:43:51.443282
0.259151,+0019280,+0622705,0.258927,-8388608,-8388608,0.258985,+0304097,-0139122,0.256979,-0398841,+0614301,0.258445,+0855295,+0379608,20:43:51.443282
0.262397,+0019569,+0622860,0.262173,-8388608,-8388608,0.262246,+0304020,-0139047,0.262607,-0398924,+0614459,0.261262,+0855458,+0379589,20:43:51.443282
0.265747,+0019447,+0622853,0.265531,-8388608,-8388608,0.265589,+0304076,-0139105,0.265412,-0398982,+0614441,0.264068,+0855270,+0379603,20:43:51.443282
0.268992,+0019459,+0622801,0.268769,-8388608,-8388608,0.268827,+0303950,-0139064,0.268218,-0399059,+0614329,0.266873,+0855232,+0379427,20:43:51.443282
0.272238,+0019292,+0622808,0.272008,-8388608,-8388608,0.272070,+0303972,-0139072,0.271024,-0398909,+0614504,0.272489,+0855053,+0379401,20:43:51.443282
0.275573,+0019331,+0622904,0.275351,-8388608,-8388608,0.275411,+0304231,-0139198,0.273832,-0398976,+0614267,0.275293,+0855110,+0379564,20:43:51.443282
0.278818,+0019266,+0622934,0.278589,-8388608,-8388608,0.278648,+0304090,-0139115,0.276638,-0398863,+0614508,0.278100,+0855059,+0379466,20:43:51.443282
0.282064,+0019599,+0622909,0.281828,-8388608,-8388608,0.281894,+0304238,-0139077,0.282251,-0399069,+0614328,0.280905,+0855408,+0379331,20:43:51.443282
0.285393,+0019461,+0622922,0.285173,-8388608,-8388608,0.285232,+0304093,-0139174,0.285056,-0398986,+0614290,0.283712,+0855302,+0379508,20:43:51.443282
0.288637,+0019557,+0622801,0.288410,-8388608,-8388608,0.288468,+0304126,-0139158,0.287865,-0398614,+0614337,0.286520,+0855307,+0379319,20:43:51.443282
0.291884,+0019455,+0622836,0.291649,-8388608,-8388608,0.291712,+0304103,-0139200,0.290671,-0398984,+0614288,0.292135,+0855288,+0379540,20:43:51.443282
0.295218,+0019617,+0622955,0.294999,-8388608,-8388608,0.295058,+0304156,-0139166,0.293480,-0398733,+0614473,0.294942,+0855437,+0379509,20:43:51.443282
0.298465,+0019380,+0622933,0.298236,-8388608,-8388608,0.298294,+0304090,-0139188,0.296286,-0399129,+0614128,0.297751,+0855096,+0379565,20:43:51.443796
0.301713,+0019455,+0622698,0.301474,-8388608,-8388608,0.301537,+0304314,-0138962,0.301903,-0399007,+0614388,0.300558,+0855150,+0379550,20:43:51.443796
0.305044,+0019488,+0622987,0.304826,-8388608,-8388608,0.304885,+0304072,-0139143,0.304708,-0398938,+0614267,0.303364,+0855168,+0379350,20:43:51.443796
0.308297,+0019274,+0622852,0.308069,-8388608,-8388608,0.308128,+0304209,-0139066,0.307530,-0398824,+0614304,0.306195,+0855294,+0379327,20:43:51.443796
0.311543,+0019310,+0622894,0.311306,-8388608,-8388608,0.311371,+0304056,-0139164,0.310339,-0398926,+0614304,0.311820,+0855317,+0379360,20:43:51.443796
0.314900,+0019204,+0622720,0.314553,-8388608,-8388608,0.314669,+0304128,-0139227,0.313163,-0398873,+0614188,0.314727,+0855181,+0379569,20:43:51.443796
0.318146,+0019452,+0622704,0.317797,-8388608,-8388608,0.317904,+0304199,-0138930,0.316014,-0399012,+0614446,0.317513,+0855187,+0379440,20:43:51.443796
0.321391,+0019302,+0622653,0.321035,-8388608,-8388608,0.321141,+0304199,-0139023,0.321629,-0399021,+0614405,0.320299,+0855184,+0379481,20:43:51.483280
0.324637,+0019367,+0622992,0.324278,-8388608,-8388608,0.324377,+0304070,-0139247,0.324476,-0398815,+0614325,0.323131,+0855267,+0379601,20:43:51.483280
0.327882,+0019135,+0622564,0.327617,-8388608,-8388608,0.327675,+0304030,-0139094,0.327283,-0399085,+0614419,0.325938,+0855132,+0379509,20:43:51.483280
0.331128,+0019266,+0622655,0.330854,-8388608,-8388608,0.330913,+0304057,-0139293,0.332907,-0398760,+0614119,0.331565,+0855160,+0379590,20:43:51.483280
0.334432,+0019266,+0622861,0.334177,-8388608,-8388608,0.334246,+0302905,-0139036,0.335715,-0399047,+0614498,0.334371,+0855000,+0379676,20:43:51.483280
0.337685,+0019280,+0622856,0.337450,-8388608,-8388608,0.337510,+0302905,-0138847,0.338522,-0398928,+0614248,0.337178,+0854970,+0379589,20:43:51.483280
0.354096,+0019504,+0622798,0.353765,-8388608,-8388608,0.353824,+0303593,-0138922,0.355394,-0399172,+0614388,0.356984,+0855167,+0379521,20:43:51.483280
0.357344,+0019504,+0622863,0.357151,-8388608,-8388608,0.357270,+0303593,-0139278,0.358308,-0399172,+0614545,0.356984,+0855045,+0379521,20:43:51.483280
0.360588,+0019455,+0622867,0.360388,-8388608,-8388608,0.360508,+0304163,-0139062,0.361116,-0399061,+0614378,0.359772,+0855178,+0379367,20:43:51.483280
0.363835,+0019454,+0622712,0.363627,-8388608,-8388608,0.363745,+0304177,-0139181,0.363922,-0398892,+0614401,0.362577,+0855537,+0379418,20:43:51.483280
0.367126,+0019363,+0622760,0.366864,-8388608,-8388608,0.367062,+0304088,-0139200,0.366728,-0398947,+0614346,0.368195,+0855227,+0379364,20:43:51.483280
0.370374,+0019595,+0622687,0.370106,-8388608,-8388608,0.370298,+0304168,-0139208,0.369540,-0398909,+0614361,0.371003,+0855247,+0379620,20:43:51.483280
0.373619,+0019421,+0622909,0.373345,-8388608,-8388608,0.373535,+0304189,-0139064,0.372347,-0398870,+0614208,0.373808,+0855195,+0379378,20:43:51.483280
0.376953,+0019317,+0622779,0.376582,-8388608,-8388608,0.376770,+0304105,-0138983,0.378103,-0398901,+0614278,0.376641,+0854918,+0379537,20:43:51.483280
0.380200,+0019422,+0622803,0.379822,-8388608,-8388608,0.380008,+0304105,-0139259,0.380908,-0399040,+0614107,0.379435,+0855063,+0379555,20:43:51.483280
0.383446,+0019327,+0622699,0.383059,-8388608,-8388608,0.383243,+0304208,-0139149,0.383715,-0399026,+0614107,0.382221,+0855274,+0379460,20:43:51.483280
0.386691,+0019348,+0622640,0.386295,-8388608,-8388608,0.386478,+0304152,-0139026,0.386536,-0398841,+0614322,0.385007,+0855194,+0379632,20:43:51.483280
0.389935,+0019224,+0622817,0.389532,-8388608,-8388608,0.389714,+0304179,-0139068,0.389375,-0398806,+0614590,0.387796,+0855421,+0379520,20:43:51.483280
0.393180,+0019307,+0622959,0.392771,-8388608,-8388608,0.392949,+0304089,-0139122,0.392182,-0399026,+0614440,0.390593,+0855375,+0379550,20:43:51.483280
0.396452,+0019503,+0622747,0.396009,-8388608,-8388608,0.396224,+0304085,-0139346,0.394988,-0398920,+0614286,0.396165,+0855390,+0379450,20:43:51.483280
0.399701,+0019410,+0622747,0.399257,-8388608,-8388608,0.399471,+0304041,-0139172,0.397794,-0398938,+0614349,0.398956,+0855303,+0379383,20:43:51.576406
0.402949,+0019406,+0622966,0.402495,-8388608,-8388608,0.402706,+0304037,-0139153,0.400602,-0399172,+0614551,0.401747,+0855327,+0379510,20:43:51.576406
0.406311,+0019362,+0622809,0.405736,-8388608,-8388608,0.405990,+0303975,-0139069,0.406217,-0398957,+0614590,0.404535,+0855256,+0379490,20:43:51.576406
0.409560,+0019322,+0622792,0.409141,-8388608,-8388608,0.409235,+0303978,-0139208,0.409081,-0398974,+0614289,0.407330,+0855384,+0379407,20:43:51.576406
0.412805,+0019365,+0622883,0.412378,-8388608,-8388608,0.412472,+0304105,-0138961,0.411889,-0399056,+0614272,0.410196,+0855371,+0379462,20:43:51.576406
0.416063,+0019387,+0622789,0.415615,-8388608,-8388608,0.415708,+0304228,-0139002,0.414696,-0398805,+0614103,0.415775,+0855186,+0379692,20:43:51.576406
0.419310,+0019297,+0622837,0.418852,-8388608,-8388608,0.418988,+0303992,-0139185,0.417526,-0398939,+0614163,0.418566,+0855201,+0379503,20:43:51.576406
0.422554,+0019298,+0623043,0.422090,-8388608,-8388608,0.422226,+0303978,-0139072,0.420332,-0398769,+0614306,0.421356,+0855199,+0379495,20:43:51.576406
0.425823,+0019351,+0622707,0.425327,-8388608,-8388608,0.425460,+0303989,-0139232,0.423140,-0398813,+0614207,0.424142,+0855126,+0379300,20:43:51.576406
0.429067,+0019320,+0622810,0.428605,-8388608,-8388608,0.428699,+0304068,-0139125,0.428759,-0398930,+0614663,0.426928,+0855274,+0379587,20:43:51.576406
0.432312,+0019374,+0622756,0.431846,-8388608,-8388608,0.431934,+0303932,-0139152,0.431567,-0398900,+0614459,0.429719,+0855119,+0379520,20:43:51.576406
0.435580,+0019405,+0622922,0.435085,-8388608,-8388608,0.435169,+0304172,-0139209,0.434374,-0398849,+0614424,0.435293,+0855278,+0379376,20:43:51.576406
0.438861,+0019351,+0623055,0.438366,-8388608,-8388608,0.438429,+0304000,-0139103,0.437178,-0398819,+0614586,0.438080,+0855176,+0379522,20:43:51.576406
0.442105,+0019332,+0622830,0.441664,-8388608,-8388608,0.441724,+0304123,-0139048,0.439987,-0398604,+0614615,0.440872,+0855414,+0379434,20:43:51.576406
0.445350,+0019508,+0622888,0.444902,-8388608,-8388608,0.444962,+0304121,-0139173,0.442794,-0398757,+0614424,0.443658,+0855297,+0379499,20:43:51.576406
0.448597,+0019436,+0623056,0.448142,-8388608,-8388608,0.448200,+0304018,-0139046,0.448436,-0398658,+0614325,0.446444,+0855154,+0379521,20:43:51.576406
0.451843,+0019525,+0622836,0.451378,-8388608,-8388608,0.451436,+0303940,-0139017,0.451279,-0398923,+0614491,0.449237,+0855165,+0379604,20:43:51.576919
0.455102,+0019345,+0622601,0.454614,-8388608,-8388608,0.454672,+0303995,-0138974,0.454086,-0398990,+0614514,0.454814,+0855184,+0379637,20:43:51.576919
0.458396,+0019499,+0622902,0.457883,-8388608,-8388608,0.457942,+0304282,-0139152,0.456891,-0398932,+0614294,0.457601,+0855337,+0379582,20:43:51.576919
0.461641,+0019402,+0622808,0.461126,-8388608,-8388608,0.461244,+0303915,-0139050,0.459739,-0398967,+0614247,0.460414,+0855337,+0379406,20:43:51.576919
0.464887,+0019388,+0622553,0.464362,-8388608,-8388608,0.464480,+0304257,-0139174,0.462589,-0398782,+0614464,0.463203,+0855237,+0379392,20:43:51.576919
0.468133,+0019425,+0622746,0.467599,-8388608,-8388608,0.467718,+0304257,-0139138,0.468209,-0398779,+0614415,0.466040,+0855131,+0379382,20:43:51.643383
0.471380,+0019320,+0622868,0.470837,-8388608,-8388608,0.470955,+0304119,-0139111,0.471021,-0398803,+0614341,0.468844,+0855178,+0379361,20:43:51.643383
0.474624,+0019309,+0622735,0.474104,-8388608,-8388608,0.474190,+0304162,-0139079,0.473830,-0399276,+0614469,0.474453,+0855247,+0379359,20:43:51.643383
0.477870,+0019168,+0623023,0.477342,-8388608,-8388608,0.477427,+0303911,-0139272,0.479462,-0399045,+0614431,0.477262,+0855311,+0379529,20:43:51.643383
0.481153,+0019168,+0623050,0.480583,-8388608,-8388608,0.480663,+0302704,-0138993,0.482281,-0398880,+0614332,0.480088,+0854894,+0379755,20:43:51.643383
0.484398,+0019050,+0622767,0.483828,-8388608,-8388608,0.483962,+0302704,-0138916,0.485094,-0399036,+0614258,0.482885,+0855108,+0379584,20:43:51.643383
0.503885,+0019135,+0622973,0.506672,-8388608,-8388608,0.506737,+0303402,-0139120,0.504771,-0398936,+0614250,0.505209,+0855121,+0379379,20:43:51.643383
