===BEGIN_METADATA===
"This CSV contains gyroscope, accelerometer, and magnetometer data synced with the test named below."
Test Name: 2026-07-07_150106_01,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Calibrations: (not implemented yet)
===END_METADATA===
===BEGIN_DATA===
Time (sec),Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Processed_Time
0.017597,+0000011,-0000015,-0000018,+0000028,-0000069,+0004153,-0000764,+0000458,-0002338,15:01:07.231440
0.017930,+0000002,-0000015,+0000000,+0000013,-0000076,+0004150,-0000764,+0000458,-0002338,15:01:07.231440
0.018263,+0000019,-0000021,-0000006,+0000016,-0000097,+0004156,-0000764,+0000458,-0002338,15:01:07.231440
0.018596,+0000024,-0000034,-0000005,+0000031,-0000078,+0004147,-0000756,+0000474,-0002342,15:01:07.231440
0.018929,+0000013,-0000031,-0000010,+0000012,-0000080,+0004150,-0000756,+0000474,-0002342,15:01:07.231440
0.019262,+0000005,-0000031,-0000016,+0000030,-0000103,+0004133,-0000756,+0000474,-0002342,15:01:07.231440
0.019595,-0000001,-0000007,+0000000,+0000027,-0000087,+0004132,-0000744,+0000468,-0002339,15:01:07.231440
0.019928,+0000011,-0000005,-0000013,+0000042,-0000084,+0004136,-0000744,+0000468,-0002339,15:01:07.231440
0.020261,+0000030,-0000056,-0000010,+0000018,-0000091,+0004154,-0000744,+0000468,-0002339,15:01:07.231440
0.020594,+0000010,-0000021,-0000002,+0000032,-0000076,+0004163,-0000754,+0000460,-0002347,15:01:07.231440
0.020927,+0000025,-0000045,-0000024,+0000019,-0000089,+0004158,-0000754,+0000460,-0002347,15:01:07.231440
0.021260,+0000006,-0000026,-0000007,+0000000,-0000103,+0004164,-0000754,+0000460,-0002347,15:01:07.231440
0.021593,+0000013,-0000003,+0000003,+0000025,-0000084,+0004144,-0000748,+0000472,-0002337,15:01:07.231440
0.021926,+0000006,-0000027,-0000015,+0000014,-0000078,+0004164,-0000748,+0000472,-0002337,15:01:07.231440
0.022259,+0000009,-0000036,-0000002,+0000020,-0000067,+0004142,-0000748,+0000472,-0002337,15:01:07.231440
0.022592,+0000043,-0000049,-0000021,+0000015,-0000069,+0004144,-0000756,+0000492,-0002358,15:01:07.231440
0.022925,+0000011,-0000023,-0000005,+0000010,-0000070,+0004139,-0000756,+0000492,-0002358,15:01:07.231440
0.023258,+0000007,-0000018,-0000013,+0000022,-0000068,+0004155,-0000756,+0000492,-0002358,15:01:07.231440
0.023591,+0000006,-0000016,-0000004,+0000025,-0000093,+0004162,-0000756,+0000472,-0002335,15:01:07.231440
0.023924,+0000009,-0000024,-0000008,+0000026,-0000085,+0004155,-0000756,+0000472,-0002335,15:01:07.231440
0.024257,+0000024,-0000041,-0000014,+0000019,-0000072,+0004156,-0000756,+0000472,-0002335,15:01:07.231440
0.024590,+0000025,-0000027,-0000011,+0000040,-0000085,+0004157,-0000766,+0000478,-0002317,15:01:07.231440
0.024923,+0000003,-0000021,-0000010,+0000018,-0000080,+0004159,-0000766,+0000478,-0002317,15:01:07.231440
0.025256,+0000006,-0000018,-0000003,+0000009,-0000092,+0004150,-0000766,+0000478,-0002317,15:01:07.231440
0.025589,+0000002,+0000000,-0000013,+0000012,-0000101,+0004151,-0000758,+0000468,-0002328,15:01:07.231440
0.025922,+0000027,-0000039,-0000013,+0000021,-0000067,+0004126,-0000758,+0000468,-0002328,15:01:07.231440
0.026255,+0000000,-0000029,-0000017,+0000027,-0000078,+0004136,-0000758,+0000468,-0002328,15:01:07.231440
0.026588,+0000027,-0000037,-0000014,+0000035,-0000076,+0004136,-0000750,+0000476,-0002329,15:01:07.231440
0.026921,+0000018,-0000028,-0000010,+0000022,-0000083,+0004154,-0000750,+0000476,-0002329,15:01:07.231440
0.027254,+0000000,-0000012,-0000003,+0000024,-0000101,+0004155,-0000750,+0000476,-0002329,15:01:07.231440
0.027587,+0000005,-0000008,-0000004,+0000016,-0000099,+0004148,-0000746,+0000462,-0002313,15:01:07.231440
0.027920,+0000024,-0000027,+0000001,+0000011,-0000085,+0004146,-0000746,+0000462,-0002313,15:01:07.231440
0.028253,+0000022,-0000043,-0000008,+0000011,-0000090,+0004149,-0000746,+0000462,-0002313,15:01:07.231440
0.028586,+0000008,-0000029,-0000010,+0000025,-0000086,+0004145,-0000760,+0000474,-0002315,15:01:07.231440
0.028919,+0000023,-0000021,-0000007,+0000043,-0000094,+0004140,-0000760,+0000474,-0002315,15:01:07.231440
0.029252,+0000002,-0000016,-0000011,+0000005,-0000074,+0004141,-0000760,+0000474,-0002315,15:01:07.231440
0.029585,+0000016,-0000021,-0000016,+0000020,-0000077,+0004160,-0000762,+0000480,-0002333,15:01:07.231440
0.029918,+0000017,-0000011,-0000005,+0000014,-0000078,+0004159,-0000762,+0000480,-0002333,15:01:07.231440
0.030251,+0000027,-0000048,-0000021,+0000024,-0000088,+0004142,-0000762,+0000480,-0002333,15:01:07.231440
0.030584,+0000022,-0000022,+0000009,+0000001,-0000088,+0004141,-0000760,+0000480,-0002330,15:01:07.231440
0.030917,+0000002,-0000026,-0000016,+0000005,-0000106,+0004154,-0000760,+0000480,-0002330,15:01:07.231440
0.031250,+0000016,-0000015,-0000002,+0000012,-0000080,+0004137,-0000760,+0000480,-0002330,15:01:07.231440
0.031583,-0000007,-0000005,-0000005,+0000006,-0000084,+0004145,-0000768,+0000484,-0002351,15:01:07.231440
0.031916,+0000025,-0000037,-0000005,+0000015,-0000073,+0004158,-0000768,+0000484,-0002351,15:01:07.231440
0.032249,+0000022,-0000031,-0000008,+0000020,-0000076,+0004129,-0000768,+0000484,-0002351,15:01:07.231440
0.032582,+0000018,-0000031,-0000007,+0000024,-0000069,+0004143,-0000774,+0000466,-0002338,15:01:07.231440
0.032915,+0000006,-0000026,-0000018,+0000001,-0000088,+0004154,-0000774,+0000466,-0002338,15:01:07.231440
0.033248,-0000003,+0000004,+0000005,+0000011,-0000071,+0004157,-0000774,+0000466,-0002338,15:01:07.231440
0.033581,+0000016,-0000018,-0000013,+0000029,-0000057,+0004166,-0000780,+0000470,-0002349,15:01:07.231440
0.033914,+0000014,-0000039,-0000004,+0000026,-0000104,+0004159,-0000780,+0000470,-0002349,15:01:07.231440
0.034247,+0000016,-0000031,-0000008,+0000021,-0000086,+0004158,-0000780,+0000470,-0002349,15:01:07.231440
0.034580,+0000033,-0000034,-0000021,+0000028,-0000100,+0004163,-0000766,+0000476,-0002322,15:01:07.231440
0.034913,+0000024,+0000001,-0000010,+0000018,-0000097,+0004165,-0000766,+0000476,-0002322,15:01:07.231440
0.035246,-0000004,-0000012,-0000005,+0000011,-0000090,+0004168,-0000766,+0000476,-0002322,15:01:07.231440
0.035579,+0000022,-0000026,-0000003,+0000002,-0000089,+0004149,-0000754,+0000476,-0002356,15:01:07.231440
0.035912,+0000018,-0000035,-0000008,+0000011,-0000081,+0004161,-0000754,+0000476,-0002356,15:01:07.231440
0.036245,+0000021,-0000036,-0000007,+0000021,-0000079,+0004153,-0000754,+0000476,-0002356,15:01:07.231440
0.036578,+0000020,-0000018,-0000002,+0000013,-0000080,+0004141,-0000764,+0000462,-0002354,15:01:07.231440
0.036911,+0000000,-0000013,-0000011,+0000020,-0000073,+0004150,-0000764,+0000462,-0002354,15:01:07.232773
0.037244,+0000011,-0000018,-0000003,+0000012,-0000083,+0004141,-0000764,+0000462,-0002354,15:01:07.232773
0.037577,+0000018,-0000022,-0000011,+0000017,-0000084,+0004171,-0000750,+0000460,-0002320,15:01:07.232773
0.037910,+0000010,-0000032,+0000003,+0000028,-0000091,+0004155,-0000750,+0000460,-0002320,15:01:07.232773
0.038243,+0000036,-0000022,-0000013,+0000019,-0000090,+0004156,-0000750,+0000460,-0002320,15:01:07.232773
0.038576,+0000016,-0000034,-0000003,+0000014,-0000096,+0004155,-0000756,+0000468,-0002341,15:01:07.232773
0.038909,+0000003,-0000008,-0000005,+0000039,-0000098,+0004141,-0000756,+0000468,-0002341,15:01:07.232773
0.039242,+0000003,-0000013,-0000006,+0000027,-0000072,+0004164,-0000756,+0000468,-0002341,15:01:07.232773
0.039575,+0000007,-0000016,-0000011,+0000010,-0000072,+0004149,-0000764,+0000474,-0002338,15:01:07.232773
0.039908,+0000021,-0000034,-0000008,+0000020,-0000073,+0004151,-0000764,+0000474,-0002338,15:01:07.232773
0.040241,+0000025,-0000040,-0000008,+0000031,-0000088,+0004144,-0000764,+0000474,-0002338,15:01:07.232773
0.040574,+0000005,-0000007,-0000010,+0000017,-0000094,+0004171,-0000752,+0000466,-0002323,15:01:07.232773
0.040907,+0000005,-0000026,-0000007,+0000008,-0000076,+0004136,-0000752,+0000466,-0002323,15:01:07.232773
0.041240,+0000013,-0000026,-0000013,+0000010,-0000076,+0004143,-0000752,+0000466,-0002323,15:01:07.232773
0.041573,+0000002,-0000007,-0000021,+0000008,-0000087,+0004160,-0000764,+0000462,-0002348,15:01:07.232773
0.041906,+0000019,-0000037,-0000005,+0000004,-0000086,+0004154,-0000764,+0000462,-0002348,15:01:07.521217
0.042240,+0000016,-0000021,-0000010,+0000038,-0000073,+0004162,-0000764,+0000462,-0002348,15:01:07.521217
0.042574,+0000015,-0000029,-0000008,+0000027,-0000083,+0004135,-0000762,+0000472,-0002336,15:01:07.521217
0.043289,+0000005,-0000014,-0000004,+0000024,-0000084,+0004119,-0000762,+0000472,-0002336,15:01:07.521217
0.043658,+0000003,-0000011,-0000003,+0000022,-0000098,+0004145,-0000762,+0000472,-0002336,15:01:07.521217
0.043966,+0000014,-0000019,-0000008,+0000016,-0000084,+0004146,-0000758,+0000470,-0002320,15:01:07.521217
0.044237,+0000028,-0000045,-0000021,+0000005,-0000104,+0004149,-0000758,+0000470,-0002320,15:01:07.521217
0.044570,+0000024,-0000031,-0000008,+0000024,-0000093,+0004145,-0000758,+0000470,-0002320,15:01:07.521217
0.044903,+0000016,-0000018,-0000013,+0000023,-0000089,+0004141,-0000778,+0000458,-0002330,15:01:07.521217
0.045236,+0000011,-0000015,+0000009,+0000010,-0000085,+0004147,-0000778,+0000458,-0002330,15:01:07.521217
0.045569,+0000017,-0000034,-0000008,+0000008,-0000096,+0004146,-0000778,+0000458,-0002330,15:01:07.521217
0.045902,+0000033,-0000040,-0000004,-0000003,-0000090,+0004137,-0000764,+0000478,-0002324,15:01:07.521217
0.046235,+0000010,-0000026,-0000005,+0000001,-0000076,+0004147,-0000764,+0000478,-0002324,15:01:07.521217
0.046568,+0000035,-0000031,-0000016,+0000016,-0000076,+0004155,-0000764,+0000478,-0002324,15:01:07.521217
0.046928,-0000009,-0000012,+0000000,+0000040,-0000069,+0004131,-0000764,+0000470,-0002334,15:01:07.521217
0.047234,+0000005,-0000020,-0000005,+0000028,-0000105,+0004142,-0000764,+0000470,-0002334,15:01:07.521217
0.047567,+0000022,-0000021,-0000008,+0000005,-0000097,+0004145,-0000764,+0000470,-0002334,15:01:07.521217
0.047900,+0000019,-0000044,-0000019,+0000010,-0000101,+0004155,-0000776,+0000474,-0002317,15:01:07.521217
0.048233,+0000019,-0000030,-0000012,+0000020,-0000084,+0004128,-0000776,+0000474,-0002317,15:01:07.521217
0.048566,+0000008,-0000019,-0000008,+0000028,-0000100,+0004136,-0000776,+0000474,-0002317,15:01:07.521217
0.048899,+0000005,-0000008,-0000013,+0000040,-0000085,+0004149,-0000748,+0000460,-0002334,15:01:07.521217
0.049232,+0000006,-0000029,+0000001,+0000026,-0000082,+0004154,-0000748,+0000460,-0002334,15:01:07.521217
0.049565,+0000022,-0000034,-0000006,+0000024,-0000056,+0004164,-0000748,+0000460,-0002334,15:01:07.521217
0.049898,+0000027,-0000040,-0000010,+0000029,-0000076,+0004167,-0000750,+0000458,-0002346,15:01:07.521217
0.050231,+0000025,-0000016,-0000010,+0000021,-0000069,+0004170,-0000750,+0000458,-0002346,15:01:07.521217
0.050564,+0000024,-0000013,-0000008,+0000029,-0000090,+0004163,-0000750,+0000458,-0002346,15:01:07.521217
0.050897,+0000002,-0000018,-0000010,+0000019,-0000097,+0004129,-0000774,+0000474,-0002330,15:01:07.521217
0.051230,+0000016,-0000021,+0000006,+0000021,-0000079,+0004173,-0000774,+0000474,-0002330,15:01:07.521217
0.051563,+0000025,-0000020,-0000005,+0000014,-0000070,+0004149,-0000774,+0000474,-0002330,15:01:07.521217
0.051896,+0000036,-0000028,-0000004,+0000014,-0000092,+0004149,-0000766,+0000472,-0002327,15:01:07.521217
0.052229,+0000002,-0000010,-0000012,+0000035,-0000065,+0004138,-0000766,+0000472,-0002327,15:01:07.521217
0.052562,+0000021,-0000027,-0000015,+0000008,-0000084,+0004150,-0000766,+0000472,-0002327,15:01:07.521217
0.052895,-0000006,-0000010,+0000007,+0000023,-0000083,+0004169,-0000768,+0000460,-0002328,15:01:07.521217
0.053228,+0000030,-0000021,-0000019,+0000019,-0000080,+0004163,-0000768,+0000460,-0002328,15:01:07.521217
0.053561,+0000011,-0000026,-0000010,+0000029,-0000085,+0004154,-0000768,+0000460,-0002328,15:01:07.521217
0.053894,+0000011,-0000034,-0000008,+0000022,-0000083,+0004160,-0000768,+0000464,-0002343,15:01:07.521217
0.054227,+0000013,-0000029,-0000013,+0000038,-0000053,+0004155,-0000768,+0000464,-0002343,15:01:07.521217
0.054562,+0000016,-0000005,-0000008,+0000027,-0000074,+0004159,-0000768,+0000464,-0002343,15:01:07.521217
0.054893,-0000003,-0000010,-0000008,+0000021,-0000088,+0004146,-0000768,+0000460,-0002334,15:01:07.521217
0.055226,+0000030,-0000045,+0000006,+0000029,-0000090,+0004176,-0000768,+0000460,-0002334,15:01:07.521217
0.055559,+0000017,-0000042,-0000023,+0000032,-0000092,+0004139,-0000768,+0000460,-0002334,15:01:07.521217
0.055892,+0000017,-0000018,+0000002,+0000026,-0000085,+0004149,-0000766,+0000484,-0002344,15:01:07.521217
0.056225,+0000022,-0000031,-0000019,+0000014,-0000083,+0004142,-0000766,+0000484,-0002344,15:01:07.521217
0.056558,+0000002,-0000002,-0000010,+0000026,-0000080,+0004144,-0000766,+0000484,-0002344,15:01:07.521217
0.056926,+0000010,-0000019,-0000013,+0000026,-0000092,+0004136,-0000744,+0000468,-0002327,15:01:07.521217
0.057224,+0000016,-0000013,+0000004,+0000041,-0000078,+0004152,-0000744,+0000468,-0002327,15:01:07.521217
0.057737,+0000017,-0000029,-0000005,+0000027,-0000089,+0004151,-0000744,+0000468,-0002327,15:01:07.521217
0.057936,+0000016,-0000029,-0000005,+0000027,-0000089,+0004151,-0000756,+0000470,-0002340,15:01:07.521217
0.058225,-0000011,+0000000,+0000001,+0000014,-0000099,+0004139,-0000756,+0000470,-0002340,15:01:07.521217
0.058558,+0000020,-0000024,-0000011,+0000006,-0000081,+0004148,-0000756,+0000470,-0002340,15:01:07.521217
0.058890,+0000000,-0000007,-0000005,+0000019,-0000089,+0004159,-0000758,+0000476,-0002314,15:01:07.521217
0.059223,+0000019,-0000029,-0000010,+0000027,-0000076,+0004140,-0000758,+0000476,-0002314,15:01:07.521217
0.059556,+0000030,-0000058,-0000014,+0000011,-0000087,+0004139,-0000758,+0000476,-0002314,15:01:07.521217
0.059888,+0000013,-0000026,-0000015,+0000038,-0000069,+0004125,-0000748,+0000458,-0002331,15:01:07.521217
0.060222,+0000014,-0000037,-0000010,+0000013,-0000114,+0004144,-0000748,+0000458,-0002331,15:01:07.521217
0.060554,-0000009,-0000002,+0000002,+0000037,-0000069,+0004151,-0000748,+0000458,-0002331,15:01:07.521217
0.060887,+0000015,-0000029,-0000016,+0000031,-0000095,+0004163,-0000764,+0000466,-0002322,15:01:07.521217
0.061221,+0000008,-0000024,-0000010,+0000015,-0000067,+0004148,-0000764,+0000466,-0002322,15:01:07.521217
0.061554,+0000032,-0000031,-0000013,+0000017,-0000102,+0004138,-0000764,+0000466,-0002322,15:01:07.521217
0.061887,+0000025,-0000038,-0000016,+0000034,-0000077,+0004135,-0000744,+0000466,-0002332,15:01:07.521217
0.062219,+0000007,+0000004,-0000003,+0000015,-0000081,+0004157,-0000744,+0000466,-0002332,15:01:07.521217
0.062552,+0000001,-0000004,+0000000,+0000000,-0000104,+0004148,-0000744,+0000466,-0002332,15:01:07.521217
0.062885,+0000019,-0000034,-0000004,+0000018,-0000087,+0004148,-0000754,+0000474,-0002351,15:01:07.521217
0.063218,+0000016,-0000026,-0000018,+0000015,-0000075,+0004146,-0000754,+0000474,-0002351,15:01:07.521217
0.063551,+0000020,-0000038,-0000011,+0000022,-0000077,+0004151,-0000754,+0000474,-0002351,15:01:07.521217
0.063884,+0000030,-0000016,-0000011,+0000009,-0000063,+0004159,-0000756,+0000482,-0002336,15:01:07.521217
0.064217,-0000008,-0000012,+0000003,+0000024,-0000083,+0004157,-0000756,+0000482,-0002336,15:01:07.521217
0.064550,+0000016,-0000008,-0000016,+0000026,-0000078,+0004140,-0000756,+0000482,-0002336,15:01:07.521217
0.064883,+0000016,-0000024,-0000010,+0000020,-0000079,+0004149,-0000746,+0000470,-0002338,15:01:07.521217
0.065216,+0000006,-0000036,-0000010,+0000009,-0000090,+0004171,-0000746,+0000470,-0002338,15:01:07.521217
0.065549,+0000030,-0000013,-0000010,+0000007,-0000077,+0004153,-0000746,+0000470,-0002338,15:01:07.521217
0.065882,+0000014,-0000029,-0000008,+0000028,-0000086,+0004154,-0000760,+0000464,-0002325,15:01:07.521217
0.066215,+0000016,+0000000,-0000011,+0000016,-0000069,+0004167,-0000760,+0000464,-0002325,15:01:07.521217
0.066548,+0000010,-0000011,-0000015,+0000025,-0000095,+0004151,-0000760,+0000464,-0002325,15:01:07.521217
0.066881,+0000007,-0000010,-0000002,+0000024,-0000086,+0004157,-0000752,+0000470,-0002325,15:01:07.521217
0.067214,+0000028,-0000039,-0000005,+0000019,-0000074,+0004158,-0000752,+0000470,-0002325,15:01:07.521217
0.067547,+0000022,-0000029,-0000016,+0000026,-0000075,+0004170,-0000752,+0000470,-0002325,15:01:07.521217
0.067880,+0000008,-0000024,+0000000,+0000017,-0000083,+0004157,-0000754,+0000466,-0002345,15:01:07.521217
0.068213,+0000011,-0000013,-0000021,+0000023,-0000070,+0004178,-0000754,+0000466,-0002345,15:01:07.521217
0.068546,+0000010,-0000006,-0000011,+0000027,-0000074,+0004159,-0000754,+0000466,-0002345,15:01:07.521217
0.068879,+0000011,-0000023,-0000024,+0000013,-0000095,+0004159,-0000758,+0000480,-0002320,15:01:07.521217
0.069212,+0000013,-0000021,+0000001,+0000002,-0000094,+0004151,-0000758,+0000480,-0002320,15:01:07.521217
0.069545,+0000019,-0000035,-0000013,+0000004,-0000078,+0004171,-0000758,+0000480,-0002320,15:01:07.521217
0.069878,+0000014,-0000027,-0000014,+0000014,-0000064,+0004134,-0000744,+0000472,-0002345,15:01:07.521217
0.070211,+0000008,-0000015,-0000002,+0000025,-0000072,+0004176,-0000744,+0000472,-0002345,15:01:07.521217
0.070544,+0000012,-0000024,-0000019,+0000003,-0000093,+0004143,-0000744,+0000472,-0002345,15:01:07.521217
0.070877,+0000014,-0000022,-0000010,+0000020,-0000083,+0004146,-0000740,+0000488,-0002337,15:01:07.521217
0.071210,+0000019,-0000029,-0000013,+0000025,-0000076,+0004164,-0000740,+0000488,-0002337,15:01:07.521217
0.071543,+0000024,-0000039,-0000007,+0000023,-0000060,+0004144,-0000740,+0000488,-0002337,15:01:07.521217
0.071876,+0000005,-0000023,-0000008,+0000021,-0000087,+0004151,-0000758,+0000486,-0002359,15:01:07.521217
0.072209,+0000021,-0000014,-0000018,+0000012,-0000073,+0004135,-0000758,+0000486,-0002359,15:01:07.521217
0.072542,-0000005,-0000020,+0000001,+0000022,-0000079,+0004137,-0000758,+0000486,-0002359,15:01:07.521217
0.072875,+0000014,-0000010,+0000003,+0000019,-0000072,+0004156,-0000764,+0000472,-0002344,15:01:07.523215
0.073208,+0000021,-0000045,-0000013,+0000020,-0000092,+0004140,-0000764,+0000472,-0002344,15:01:07.524217
0.073541,+0000017,-0000024,-0000024,+0000011,-0000098,+0004145,-0000764,+0000472,-0002344,15:01:07.524217
0.073874,+0000016,-0000026,+0000007,+0000006,-0000083,+0004171,-0000768,+0000460,-0002339,15:01:07.524217
0.074207,+0000007,+0000011,-0000007,+0000010,-0000093,+0004152,-0000768,+0000460,-0002339,15:01:07.524217
0.074540,+0000008,-0000015,+0000001,+0000033,-0000092,+0004135,-0000768,+0000460,-0002339,15:01:07.524217
0.074873,+0000025,-0000034,-0000015,+0000015,-0000078,+0004149,-0000756,+0000484,-0002349,15:01:07.524217
0.075206,+0000014,-0000050,-0000014,+0000014,-0000074,+0004148,-0000756,+0000484,-0002349,15:01:07.524217
0.075539,+0000027,-0000018,-0000011,+0000011,-0000084,+0004149,-0000756,+0000484,-0002349,15:01:07.524217
0.075872,+0000019,-0000010,-0000019,+0000040,-0000105,+0004144,-0000756,+0000462,-0002353,15:01:07.524217
0.076205,+0000003,-0000021,-0000002,+0000024,-0000107,+0004156,-0000756,+0000462,-0002353,15:01:07.524217
0.076538,+0000021,-0000015,-0000010,+0000017,-0000100,+0004142,-0000756,+0000462,-0002353,15:01:07.524217
0.076871,+0000010,-0000040,-0000019,+0000021,-0000075,+0004135,-0000736,+0000466,-0002333,15:01:07.524217
