===BEGIN_METADATA===
Test Type: Force Cycle,Force: 20N,Cycles: 100,Dwell Time: 1sec,Tool Accuracy: +/-0.05N
Test Number in Session: 01,Time since Last Test: ~30min
Number of ICB-Sensors: 1,Sensor Label(s): A
ICB-Sensor A's Serial#: 001,Length: 100mm,Spacing: 40mm,Saturation Load: 70N,Factor of Safety at Saturation: 1.5
ICB-Sensor A's Latest Calibration: N/A, kA1: 1.0, dA1: 1.0, cA1: 1.0, kA2: 1.0, dA2: 1.0, cA2: 1.0
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_90SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
===END_METADATA===
===BEGIN_DATA===
Time_A,Strain_A1_raw,Strain_A2_raw,Time_B,Strain_B1_raw,Strain_B2_raw,Current_Time
577.351810,-0449874,-0553335,577.351810,-0449874,-0553335,12:07:12.511304
577.361807,-0450596,-0553610,577.361807,-0450596,-0553610,12:07:12.512304
577.371804,-0450134,-0553844,577.371804,-0450134,-0553844,12:07:12.512304
577.381803,-0450173,-0553107,577.381803,-0450173,-0553107,12:07:12.557816
577.391834,-0450607,-0554062,577.391834,-0450607,-0554062,12:07:12.557816
577.401833,-0449803,-0553365,577.401833,-0449803,-0553365,12:07:12.557816
577.411840,-0450655,-0553520,577.411840,-0450655,-0553520,12:07:12.558815
577.421838,-0450110,-0553850,577.421838,-0450110,-0553850,12:07:12.605010
577.431902,-0450106,-0553123,577.431902,-0450106,-0553123,12:07:12.605010
577.441899,-0450724,-0553799,577.441899,-0450724,-0553799,12:07:12.605010
577.451929,-0449806,-0553308,577.451929,-0449806,-0553308,12:07:12.605010
577.461959,-0450515,-0553279,577.461959,-0450515,-0553279,12:07:12.605010
577.471960,-0450132,-0553807,577.471960,-0450132,-0553807,12:07:12.651111
577.481993,-0450121,-0552994,577.481993,-0450121,-0552994,12:07:12.651111
577.492023,-0450664,-0553901,577.492023,-0450664,-0553901,12:07:12.651111
577.502021,-0449766,-0553242,577.502021,-0449766,-0553242,12:07:12.651111
577.512025,-0450585,-0553435,577.512025,-0450585,-0553435,12:07:12.652126
577.522022,-0450144,-0553845,577.522022,-0450144,-0553845,12:07:12.698585
577.532057,-0450031,-0552923,577.532057,-0450031,-0552923,12:07:12.699685
577.542051,-0450558,-0553891,577.542051,-0450558,-0553891,12:07:12.699982
577.552051,-0449730,-0553357,577.552051,-0449730,-0553357,12:07:12.699982
577.562051,-0450502,-0553425,577.562051,-0450502,-0553425,12:07:12.747141
577.572127,-0450091,-0553830,577.572127,-0450091,-0553830,12:07:12.747141
577.582152,-0449970,-0552907,577.582152,-0449970,-0552907,12:07:12.747141
577.592174,-0450331,-0553832,577.592174,-0450331,-0553832,12:07:12.747141
577.602173,-0449575,-0553193,577.602173,-0449575,-0553193,12:07:12.747141
577.612184,-0450417,-0553206,577.612184,-0450417,-0553206,12:07:12.792956
577.622215,-0449993,-0553736,577.622215,-0449993,-0553736,12:07:12.794825
577.632211,-0449902,-0552940,577.632211,-0449902,-0552940,12:07:12.794825
577.642207,-0450526,-0553758,577.642207,-0450526,-0553758,12:07:12.794825
577.652203,-0449664,-0553211,577.652203,-0449664,-0553211,12:07:12.794825
577.662200,-0450496,-0553270,577.662200,-0450496,-0553270,12:07:12.839962
577.672232,-0449945,-0553778,577.672232,-0449945,-0553778,12:07:12.839962
577.682228,-0449915,-0552833,577.682228,-0449915,-0552833,12:07:12.839962
577.692248,-0450366,-0553689,577.692248,-0450366,-0553689,12:07:12.840928
577.702330,-0449661,-0553162,577.702330,-0449661,-0553162,12:07:12.887181
577.712358,-0450466,-0553274,577.712358,-0450466,-0553274,12:07:12.887181
577.722390,-0450137,-0553729,577.722390,-0450137,-0553729,12:07:12.887181
577.732384,-0450068,-0553009,577.732384,-0450068,-0553009,12:07:12.888051
577.742381,-0450466,-0553682,577.742381,-0450466,-0553682,12:07:12.888051
577.752379,-0449735,-0553252,577.752379,-0449735,-0553252,12:07:12.936973
577.762411,-0450451,-0553189,577.762411,-0450451,-0553189,12:07:12.937532
577.772406,-0450070,-0553701,577.772406,-0450070,-0553701,12:07:12.937532
577.782405,-0449837,-0552991,577.782405,-0449837,-0552991,12:07:12.937532
577.792401,-0450600,-0553664,577.792401,-0450600,-0553664,12:07:12.937532
577.802424,-0449833,-0553132,577.802424,-0449833,-0553132,12:07:12.980336
577.812481,-0450390,-0553113,577.812481,-0450390,-0553113,12:07:12.980336
577.822482,-0450088,-0553752,577.822482,-0450088,-0553752,12:07:12.980336
577.832485,-0449990,-0552843,577.832485,-0449990,-0552843,12:07:12.980336
577.842481,-0450489,-0553749,577.842481,-0450489,-0553749,12:07:13.028367
577.852489,-0449552,-0553321,577.852489,-0449552,-0553321,12:07:13.028367
577.862529,-0450407,-0553327,577.862529,-0450407,-0553327,12:07:13.028367
577.872524,-0450124,-0553930,577.872524,-0450124,-0553930,12:07:13.028367
577.882520,-0449872,-0552944,577.882520,-0449872,-0552944,12:07:13.028367
577.892514,-0450782,-0553754,577.892514,-0450782,-0553754,12:07:13.074458
577.902551,-0449603,-0553320,577.902551,-0449603,-0553320,12:07:13.074458
577.912552,-0450372,-0553204,577.912552,-0450372,-0553204,12:07:13.075450
577.922547,-0450065,-0553852,577.922547,-0450065,-0553852,12:07:13.075450
577.932545,-0449845,-0553104,577.932545,-0449845,-0553104,12:07:13.075450
577.942549,-0450637,-0553789,577.942549,-0450637,-0553789,12:07:13.122264
577.952641,-0449782,-0553283,577.952641,-0449782,-0553283,12:07:13.122264
577.962635,-0450380,-0553286,577.962635,-0450380,-0553286,12:07:13.123505
577.972631,-0450181,-0553980,577.972631,-0450181,-0553980,12:07:13.123505
577.982674,-0449815,-0552854,577.982674,-0449815,-0552854,12:07:13.123505
577.992678,-0450430,-0553765,577.992678,-0450430,-0553765,12:07:13.169534
578.002735,-0449622,-0553372,578.002735,-0449622,-0553372,12:07:13.170440
578.012752,-0450346,-0553183,578.012752,-0450346,-0553183,12:07:13.170440
578.022748,-0450108,-0553900,578.022748,-0450108,-0553900,12:07:13.170440
578.032744,-0449909,-0552937,578.032744,-0449909,-0552937,12:07:13.215099
578.042775,-0450540,-0553861,578.042775,-0450540,-0553861,12:07:13.216110
578.052788,-0449647,-0553399,578.052788,-0449647,-0553399,12:07:13.216110
578.062784,-0450389,-0553238,578.062784,-0450389,-0553238,12:07:13.216110
578.072779,-0450131,-0553956,578.072779,-0450131,-0553956,12:07:13.216110
578.082775,-0449750,-0553008,578.082775,-0449750,-0553008,12:07:13.265259
578.092820,-0450612,-0553800,578.092820,-0450612,-0553800,12:07:13.265259
578.102844,-0449565,-0553428,578.102844,-0449565,-0553428,12:07:13.266358
578.112851,-0450276,-0553341,578.112851,-0450276,-0553341,12:07:13.266358
578.122845,-0450103,-0553957,578.122845,-0450103,-0553957,12:07:13.266358
578.132841,-0449832,-0553019,578.132841,-0449832,-0553019,12:07:13.308256
578.142890,-0450487,-0553930,578.142890,-0450487,-0553930,12:07:13.308256
578.152889,-0449736,-0553574,578.152889,-0449736,-0553574,12:07:13.309263
578.162885,-0450256,-0553152,578.162885,-0450256,-0553152,12:07:13.309263
578.172881,-0450105,-0554009,578.172881,-0450105,-0554009,12:07:13.355443
578.182911,-0449796,-0553027,578.182911,-0449796,-0553027,12:07:13.355443
578.192909,-0450567,-0553817,578.192909,-0450567,-0553817,12:07:13.355443
578.202905,-0449624,-0553461,578.202905,-0449624,-0553461,12:07:13.355443
578.212928,-0450291,-0553310,578.212928,-0450291,-0553310,12:07:13.355443
578.222957,-0450176,-0553903,578.222957,-0450176,-0553903,12:07:13.401357
578.233002,-0449862,-0552974,578.233002,-0449862,-0552974,12:07:13.401357
578.243000,-0450537,-0553791,578.243000,-0450537,-0553791,12:07:13.401357
578.252997,-0449753,-0553451,578.252997,-0449753,-0553451,12:07:13.401357
578.262999,-0450263,-0553292,578.262999,-0450263,-0553292,12:07:13.402357
578.272998,-0450219,-0553839,578.272998,-0450219,-0553839,12:07:13.447861
578.283027,-0449813,-0553004,578.283027,-0449813,-0553004,12:07:13.448870
578.293021,-0450578,-0553785,578.293021,-0450578,-0553785,12:07:13.448870
578.303017,-0449632,-0553486,578.303017,-0449632,-0553486,12:07:13.448870
578.313036,-0450269,-0553371,578.313036,-0450269,-0553371,12:07:13.494741
578.323066,-0450174,-0553909,578.323066,-0450174,-0553909,12:07:13.494741
578.333062,-0449789,-0553173,578.333062,-0449789,-0553173,12:07:13.494741
578.343058,-0450530,-0553818,578.343058,-0450530,-0553818,12:07:13.494741
578.353053,-0449693,-0553455,578.353053,-0449693,-0553455,12:07:13.495743
578.363049,-0450142,-0553280,578.363049,-0450142,-0553280,12:07:13.543100
578.373122,-0450173,-0554123,578.373122,-0450173,-0554123,12:07:13.543100
578.383119,-0449755,-0553132,578.383119,-0449755,-0553132,12:07:13.544102
578.393113,-0450631,-0553805,578.393113,-0450631,-0553805,12:07:13.544102
578.403109,-0449637,-0553637,578.403109,-0449637,-0553637,12:07:13.587360
578.413175,-0450220,-0553203,578.413175,-0450220,-0553203,12:07:13.587360
578.423207,-0450239,-0553994,578.423207,-0450239,-0553994,12:07:13.587360
578.433200,-0449810,-0553087,578.433200,-0449810,-0553087,12:07:13.588362
578.443196,-0450601,-0553871,578.443196,-0450601,-0553871,12:07:13.588362
578.453192,-0449658,-0553428,578.453192,-0449658,-0553428,12:07:13.633011
578.463230,-0450159,-0553298,578.463230,-0450159,-0553298,12:07:13.633011
578.473227,-0450001,-0553914,578.473227,-0450001,-0553914,12:07:13.633011
578.483223,-0449694,-0553144,578.483223,-0449694,-0553144,12:07:13.633011
578.493219,-0450497,-0553839,578.493219,-0450497,-0553839,12:07:13.633011
578.503212,-0449560,-0553409,578.503212,-0449560,-0553409,12:07:13.679369
578.513268,-0450124,-0553220,578.513268,-0450124,-0553220,12:07:13.679369
578.523283,-0449996,-0554007,578.523283,-0449996,-0554007,12:07:13.679369
578.533281,-0449749,-0553014,578.533281,-0449749,-0553014,12:07:13.680380
578.543277,-0450453,-0553743,578.543277,-0450453,-0553743,12:07:13.727373
578.553329,-0449498,-0553586,578.553329,-0449498,-0553586,12:07:13.727373
578.563329,-0450187,-0553246,578.563329,-0450187,-0553246,12:07:13.728367
578.573341,-0450089,-0554005,578.573341,-0450089,-0554005,12:07:13.728367
578.583335,-0449717,-0553012,578.583335,-0449717,-0553012,12:07:13.728367
578.593329,-0450400,-0553758,578.593329,-0450400,-0553758,12:07:13.772817
578.603359,-0449650,-0553509,578.603359,-0449650,-0553509,12:07:13.772817
578.613370,-0450121,-0553103,578.613370,-0450121,-0553103,12:07:13.772817
578.623413,-0450074,-0553993,578.623413,-0450074,-0553993,12:07:13.772817
578.633432,-0449602,-0553061,578.633432,-0449602,-0553061,12:07:13.772817
578.643430,-0450386,-0553680,578.643430,-0450386,-0553680,12:07:13.819748
578.653464,-0449646,-0553522,578.653464,-0449646,-0553522,12:07:13.819748
578.663463,-0450106,-0553181,578.663463,-0450106,-0553181,12:07:13.820749
578.673461,-0450085,-0554076,578.673461,-0450085,-0554076,12:07:13.820749
578.683472,-0449679,-0553188,578.683472,-0449679,-0553188,12:07:13.865825
578.693510,-0450375,-0553702,578.693510,-0450375,-0553702,12:07:13.865825
578.703506,-0449668,-0553511,578.703506,-0449668,-0553511,12:07:13.865825
578.713502,-0450163,-0553099,578.713502,-0450163,-0553099,12:07:13.866835
578.723519,-0450023,-0553917,578.723519,-0450023,-0553917,12:07:13.866835
578.733535,-0449627,-0553072,578.733535,-0449627,-0553072,12:07:13.912141
578.743613,-0450387,-0553715,578.743613,-0450387,-0553715,12:07:13.913155
578.753616,-0449532,-0553538,578.753616,-0449532,-0553538,12:07:13.913155
578.763613,-0449977,-0553306,578.763613,-0449977,-0553306,12:07:13.913155
578.773611,-0450090,-0553971,578.773611,-0450090,-0553971,12:07:13.914151
578.783623,-0449727,-0553102,578.783623,-0449727,-0553102,12:07:13.960991
578.793652,-0450371,-0553816,578.793652,-0450371,-0553816,12:07:13.960991
578.803647,-0449696,-0553546,578.803647,-0449696,-0553546,12:07:13.961924
578.813643,-0450059,-0553112,578.813643,-0450059,-0553112,12:07:13.961924
578.823673,-0450086,-0553966,578.823673,-0450086,-0553966,12:07:14.004587
578.833721,-0449756,-0553155,578.833721,-0449756,-0553155,12:07:14.004587
578.843751,-0450403,-0553763,578.843751,-0450403,-0553763,12:07:14.004587
578.853745,-0449642,-0553484,578.853745,-0449642,-0553484,12:07:14.004587
578.863741,-0450146,-0553199,578.863741,-0450146,-0553199,12:07:14.005594
578.873737,-0450208,-0553935,578.873737,-0450208,-0553935,12:07:14.051545
578.883770,-0449497,-0553151,578.883770,-0449497,-0553151,12:07:14.052542
578.893768,-0450370,-0553570,578.893768,-0450370,-0553570,12:07:14.052542
578.903767,-0449678,-0553495,578.903767,-0449678,-0553495,12:07:14.052542
578.913761,-0450061,-0553112,578.913761,-0450061,-0553112,12:07:14.098012
578.923785,-0450004,-0554057,578.923785,-0450004,-0554057,12:07:14.098012
578.933815,-0449525,-0552963,578.933815,-0449525,-0552963,12:07:14.099013
578.943826,-0450465,-0553626,578.943826,-0450465,-0553626,12:07:14.099013
578.953822,-0449610,-0553540,578.953822,-0449610,-0553540,12:07:14.099013
578.963816,-0449929,-0553145,578.963816,-0449929,-0553145,12:07:14.144804
578.973849,-0450229,-0553973,578.973849,-0450229,-0553973,12:07:14.144804
578.983843,-0449587,-0553056,578.983843,-0449587,-0553056,12:07:14.144804
578.993837,-0450267,-0553573,578.993837,-0450267,-0553573,12:07:14.145804
579.003833,-0449597,-0553489,579.003833,-0449597,-0553489,12:07:14.145804
579.013837,-0449944,-0553094,579.013837,-0449944,-0553094,12:07:14.193769
579.023893,-0450108,-0553949,579.023893,-0450108,-0553949,12:07:14.194767
579.033902,-0449571,-0553067,579.033902,-0449571,-0553067,12:07:14.194767
579.043920,-0450277,-0553670,579.043920,-0450277,-0553670,12:07:14.194767
579.053915,-0449540,-0553454,579.053915,-0449540,-0553454,12:07:14.237772
579.063914,-0449892,-0552971,579.063914,-0449892,-0552971,12:07:14.238795
579.073943,-0450010,-0553787,579.073943,-0450010,-0553787,12:07:14.238795
579.083941,-0449336,-0552916,579.083941,-0449336,-0552916,12:07:14.238795
579.093936,-0450277,-0553563,579.093936,-0450277,-0553563,12:07:14.238795
579.103933,-0449471,-0553449,579.103933,-0449471,-0553449,12:07:14.286194
579.113968,-0449816,-0553043,579.113968,-0449816,-0553043,12:07:14.286194
579.123963,-0450065,-0553890,579.123963,-0450065,-0553890,12:07:14.286194
579.133980,-0449470,-0552951,579.133980,-0449470,-0552951,12:07:14.286194
579.143997,-0450225,-0553566,579.143997,-0450225,-0553566,12:07:14.286194
579.153996,-0449557,-0553477,579.153996,-0449557,-0553477,12:07:14.332680
579.164073,-0449946,-0552919,579.164073,-0449946,-0552919,12:07:14.332680
579.174068,-0450114,-0553786,579.174068,-0450114,-0553786,12:07:14.333680
579.184065,-0449371,-0552945,579.184065,-0449371,-0552945,12:07:14.333680
579.194059,-0450172,-0553437,579.194059,-0450172,-0553437,12:07:14.333680
579.204055,-0449603,-0553486,579.204055,-0449603,-0553486,12:07:14.381264
579.214086,-0449911,-0552904,579.214086,-0449911,-0552904,12:07:14.381264
579.224083,-0450033,-0553639,579.224083,-0450033,-0553639,12:07:14.382276
579.234125,-0449316,-0552826,579.234125,-0449316,-0552826,12:07:14.382276
579.244141,-0450274,-0553540,579.244141,-0450274,-0553540,12:07:14.426445
579.254208,-0449552,-0553365,579.254208,-0449552,-0553365,12:07:14.426445
579.264232,-0449906,-0552751,579.264232,-0449906,-0552751,12:07:14.426445
579.274228,-0450114,-0553776,579.274228,-0450114,-0553776,12:07:14.427469
579.284222,-0449401,-0552930,579.284222,-0449401,-0552930,12:07:14.427469
579.294216,-0450196,-0553328,579.294216,-0450196,-0553328,12:07:14.473674
579.304295,-0449506,-0553550,579.304295,-0449506,-0553550,12:07:14.473674
579.314310,-0449878,-0552747,579.314310,-0449878,-0552747,12:07:14.473674
579.324309,-0450122,-0553819,579.324309,-0450122,-0553819,12:07:14.473674
579.334346,-0449402,-0553009,579.334346,-0449402,-0553009,12:07:14.473674
579.344346,-0450251,-0553272,579.344346,-0450251,-0553272,12:07:14.519389
579.354378,-0449559,-0553468,579.354378,-0449559,-0553468,12:07:14.519389
579.364376,-0449839,-0552817,579.364376,-0449839,-0552817,12:07:14.519389
579.374375,-0450117,-0553772,579.374375,-0450117,-0553772,12:07:14.519389
579.384370,-0449282,-0552916,579.384370,-0449282,-0552916,12:07:14.566224
579.394403,-0450238,-0553332,579.394403,-0450238,-0553332,12:07:14.567235
579.404399,-0449558,-0553415,579.404399,-0449558,-0553415,12:07:14.567235
579.414397,-0449831,-0552757,579.414397,-0449831,-0552757,12:07:14.567235
579.424394,-0449935,-0553652,579.424394,-0449935,-0553652,12:07:14.567235
579.434414,-0449409,-0552907,579.434414,-0449409,-0552907,12:07:14.613906
579.444512,-0450203,-0553247,579.444512,-0450203,-0553247,12:07:14.613906
579.454519,-0449470,-0553433,579.454519,-0449470,-0553433,12:07:14.613906
579.464517,-0449849,-0552672,579.464517,-0449849,-0552672,12:07:14.614902
579.474513,-0450108,-0553657,579.474513,-0450108,-0553657,12:07:14.614902
579.484511,-0449314,-0552850,579.484511,-0449314,-0552850,12:07:14.660648
579.494542,-0450133,-0553278,579.494542,-0450133,-0553278,12:07:14.661317
579.504541,-0449418,-0553361,579.504541,-0449418,-0553361,12:07:14.661317
579.514547,-0449722,-0552721,579.514547,-0449722,-0552721,12:07:14.661317
579.524541,-0449944,-0553510,579.524541,-0449944,-0553510,12:07:14.706865
579.534605,-0449222,-0552785,579.534605,-0449222,-0552785,12:07:14.707732
579.544619,-0450111,-0553073,579.544619,-0450111,-0553073,12:07:14.707732
579.554639,-0449574,-0553360,579.554639,-0449574,-0553360,12:07:14.707732
579.564635,-0449682,-0552638,579.564635,-0449682,-0552638,12:07:14.707732
579.574631,-0449950,-0553570,579.574631,-0449950,-0553570,12:07:14.753785
579.584665,-0449429,-0552855,579.584665,-0449429,-0552855,12:07:14.754412
579.594670,-0450220,-0553073,579.594670,-0450220,-0553073,12:07:14.754412
579.604669,-0449626,-0553274,579.604669,-0449626,-0553274,12:07:14.754412
579.614668,-0449626,-0552611,579.614668,-0449626,-0552611,12:07:14.754412
579.624665,-0449910,-0553554,579.624665,-0449910,-0553554,12:07:14.801233
579.634697,-0449302,-0552796,579.634697,-0449302,-0552796,12:07:14.801946
579.644718,-0450016,-0553005,579.644718,-0450016,-0553005,12:07:14.801946
579.654734,-0449543,-0553221,579.654734,-0449543,-0553221,12:07:14.801946
579.664732,-0449671,-0552567,579.664732,-0449671,-0552567,12:07:14.848771
579.674773,-0449996,-0553428,579.674773,-0449996,-0553428,12:07:14.850677
579.684769,-0449177,-0552799,579.684769,-0449177,-0552799,12:07:14.850677
579.694765,-0450118,-0553030,579.694765,-0450118,-0553030,12:07:14.850677
579.704765,-0449626,-0553346,579.704765,-0449626,-0553346,12:07:14.850677
579.714795,-0449665,-0552659,579.714795,-0449665,-0552659,12:07:14.895265
579.724825,-0450012,-0553439,579.724825,-0450012,-0553439,12:07:14.895265
579.734829,-0449256,-0552682,579.734829,-0449256,-0552682,12:07:14.895265
579.744857,-0447407,-0549285,579.744857,-0447407,-0549285,12:07:14.895265
579.754870,-0437206,-0544031,579.754870,-0437206,-0544031,12:07:14.895265
579.764873,-0426215,-0537394,579.764873,-0426215,-0537394,12:07:14.942348
579.774906,-0415299,-0532354,579.774906,-0415299,-0532354,12:07:14.943380
579.784909,-0403054,-0525482,579.784909,-0403054,-0525482,12:07:14.943380
579.794904,-0392379,-0519714,579.794904,-0392379,-0519714,12:07:14.943380
579.804900,-0380131,-0514015,579.804900,-0380131,-0514015,12:07:14.990210
579.814898,-0368559,-0507145,579.814898,-0368559,-0507145,12:07:14.990210
579.824936,-0357354,-0501923,579.824936,-0357354,-0501923,12:07:14.991235
579.834935,-0345077,-0495197,579.834935,-0345077,-0495197,12:07:14.991235
579.844960,-0334349,-0489561,579.844960,-0334349,-0489561,12:07:14.991235
579.854960,-0322297,-0484047,579.854960,-0322297,-0484047,12:07:15.037325
579.865011,-0310977,-0477053,579.865011,-0310977,-0477053,12:07:15.037325
579.875006,-0299661,-0471998,579.875006,-0299661,-0471998,12:07:15.037325
579.885000,-0287440,-0465108,579.885000,-0287440,-0465108,12:07:15.037325
579.894996,-0276324,-0459251,579.894996,-0276324,-0459251,12:07:15.038322
579.904992,-0264133,-0453446,579.904992,-0264133,-0453446,12:07:15.086050
579.915092,-0252218,-0446492,579.915092,-0252218,-0446492,12:07:15.086050
579.925094,-0240722,-0440999,579.925094,-0240722,-0440999,12:07:15.086050
579.935093,-0227908,-0434286,579.935093,-0227908,-0434286,12:07:15.086050
579.945113,-0216843,-0428302,579.945113,-0216843,-0428302,12:07:15.128808
579.955146,-0204817,-0422699,579.955146,-0204817,-0422699,12:07:15.129645
579.965174,-0193497,-0415868,579.965174,-0193497,-0415868,12:07:15.129645
579.975170,-0182183,-0410661,579.975170,-0182183,-0410661,12:07:15.129645
579.985167,-0169465,-0403679,579.985167,-0169465,-0403679,12:07:15.129645
579.995165,-0158309,-0397465,579.995165,-0158309,-0397465,12:07:15.176927
580.005196,-0145729,-0391641,580.005196,-0145729,-0391641,12:07:15.177927
580.015193,-0133456,-0384440,580.015193,-0133456,-0384440,12:07:15.177927
580.025189,-0121872,-0379016,580.025189,-0121872,-0379016,12:07:15.177927
580.035183,-0109031,-0372284,580.035183,-0109031,-0372284,12:07:15.178957
580.045180,-0097788,-0366029,580.045180,-0097788,-0366029,12:07:15.221151
580.055216,-0085414,-0360110,580.055216,-0085414,-0360110,12:07:15.221151
580.065230,-0073364,-0353089,580.065230,-0073364,-0353089,12:07:15.221151
580.075226,-0061643,-0347615,580.075226,-0061643,-0347615,12:07:15.221151
580.085223,-0048708,-0340743,580.085223,-0048708,-0340743,12:07:15.268803
580.095257,-0037600,-0334681,580.095257,-0037600,-0334681,12:07:15.268803
580.105254,-0025100,-0328784,580.105254,-0025100,-0328784,12:07:15.269802
580.115250,-0013148,-0321724,580.115250,-0013148,-0321724,12:07:15.269802
580.125247,-0001639,-0316414,580.125247,-0001639,-0316414,12:07:15.269802
580.135241,+0011133,-0309773,580.135241,+0011133,-0309773,12:07:15.315483
580.145273,+0022069,-0303886,580.145273,+0022069,-0303886,12:07:15.316490
580.155296,+0034252,-0298112,580.155296,+0034252,-0298112,12:07:15.316490
580.165310,+0045964,-0291345,580.165310,+0045964,-0291345,12:07:15.316490
580.175304,+0056969,-0286012,580.175304,+0056969,-0286012,12:07:15.316490
580.185301,+0069662,-0279199,580.185301,+0069662,-0279199,12:07:15.362685
580.195332,+0081118,-0272808,580.195332,+0081118,-0272808,12:07:15.362685
580.205334,+0094142,-0266767,580.205334,+0094142,-0266767,12:07:15.362685
580.215330,+0106738,-0259389,580.215330,+0106738,-0259389,12:07:15.362685
580.225327,+0118724,-0253670,580.225327,+0118724,-0253670,12:07:15.408212
580.235393,+0132006,-0248640,580.235393,+0132006,-0248640,12:07:15.408212
580.245399,+0134035,-0248359,580.245399,+0134035,-0248359,12:07:15.408212
580.255422,+0134546,-0249012,580.255422,+0134546,-0249012,12:07:15.409197
580.265440,+0134385,-0248192,580.265440,+0134385,-0248192,12:07:15.409197
580.275434,+0133658,-0249362,580.275434,+0133658,-0249362,12:07:15.457571
580.285465,+0134287,-0248686,580.285465,+0134287,-0248686,12:07:15.457571
580.295461,+0133587,-0248850,580.295461,+0133587,-0248850,12:07:15.457571
580.305457,+0133867,-0249468,580.305457,+0133867,-0249468,12:07:15.457571
580.315452,+0133967,-0248380,580.315452,+0133967,-0248380,12:07:15.457571
580.325446,+0133248,-0249435,580.325446,+0133248,-0249435,12:07:15.502109
580.335478,+0133937,-0248941,580.335478,+0133937,-0248941,12:07:15.502109
580.345485,+0133050,-0248981,580.345485,+0133050,-0248981,12:07:15.502109
580.355509,+0133510,-0249402,580.355509,+0133510,-0249402,12:07:15.503110
580.365519,+0133532,-0248581,580.365519,+0133532,-0248581,12:07:15.547995
580.375590,+0133029,-0249668,580.375590,+0133029,-0249668,12:07:15.547995
580.385600,+0133720,-0248991,580.385600,+0133720,-0248991,12:07:15.549496
580.395597,+0132837,-0249167,580.395597,+0132837,-0249167,12:07:15.550506
580.405595,+0133068,-0249743,580.405595,+0133068,-0249743,12:07:15.551504
580.415592,+0133254,-0248830,580.415592,+0133254,-0248830,12:07:15.598953
580.425655,+0132701,-0249718,580.425655,+0132701,-0249718,12:07:15.598953
580.435652,+0133597,-0249371,580.435652,+0133597,-0249371,12:07:15.598953
580.445651,+0131851,-0250150,580.445651,+0131851,-0250150,12:07:15.598953
580.455647,+0130565,-0251403,580.455647,+0130565,-0251403,12:07:15.598953
580.465672,+0129221,-0251266,580.465672,+0129221,-0251266,12:07:15.640018
580.475727,+0127354,-0252745,580.475727,+0127354,-0252745,12:07:15.640018
580.485728,+0127137,-0252678,580.485728,+0127137,-0252678,12:07:15.641017
580.495725,+0125363,-0253308,580.495725,+0125363,-0253308,12:07:15.641017
580.505720,+0124722,-0254253,580.505720,+0124722,-0254253,12:07:15.688966
580.515756,+0123892,-0253868,580.515756,+0123892,-0253868,12:07:15.689978
580.525753,+0122515,-0255057,580.525753,+0122515,-0255057,12:07:15.689978
580.535746,+0122595,-0254989,580.535746,+0122595,-0254989,12:07:15.690982
580.545739,+0121315,-0255298,580.545739,+0121315,-0255298,12:07:15.690982
580.555735,+0121137,-0255988,580.555735,+0121137,-0255988,12:07:15.739577
580.565774,+0120699,-0255390,580.565774,+0120699,-0255390,12:07:15.740596
580.575785,+0119725,-0256559,580.575785,+0119725,-0256559,12:07:15.742591
580.585782,+0120097,-0256176,580.585782,+0120097,-0256176,12:07:15.742591
580.595776,+0119187,-0256455,580.595776,+0119187,-0256455,12:07:15.743583
580.605773,+0119191,-0256951,580.605773,+0119191,-0256951,12:07:15.796757
580.615831,+0119175,-0256381,580.615831,+0119175,-0256381,12:07:15.797753
580.625828,+0118255,-0257296,580.625828,+0118255,-0257296,12:07:15.797753
580.635822,+0118965,-0256927,580.635822,+0118965,-0256927,12:07:15.797753
580.645818,+0117980,-0257136,580.645818,+0117980,-0257136,12:07:15.798754
580.655813,+0118035,-0257642,580.655813,+0118035,-0257642,12:07:15.798754
580.665851,+0117982,-0256856,580.665851,+0117982,-0256856,12:07:15.843471
580.675894,+0117269,-0257760,580.675894,+0117269,-0257760,12:07:15.843471
580.685893,+0118172,-0257366,580.685893,+0118172,-0257366,12:07:15.843471
580.695889,+0117337,-0257228,580.695889,+0117337,-0257228,12:07:15.843471
580.705888,+0117358,-0257792,580.705888,+0117358,-0257792,12:07:15.889420
580.715890,+0117451,-0257063,580.715890,+0117451,-0257063,12:07:15.889420
580.725925,+0116906,-0257955,580.725925,+0116906,-0257955,12:07:15.890417
580.735921,+0117717,-0257559,580.735921,+0117717,-0257559,12:07:15.890417
580.745918,+0117125,-0257389,580.745918,+0117125,-0257389,12:07:15.891416
580.755919,+0117255,-0258091,580.755919,+0117255,-0258091,12:07:15.935776
580.765951,+0117422,-0257119,580.765951,+0117422,-0257119,12:07:15.935776
580.775946,+0116678,-0257943,580.775946,+0116678,-0257943,12:07:15.935776
580.785956,+0117484,-0257676,580.785956,+0117484,-0257676,12:07:15.936776
580.795953,+0116803,-0257470,580.795953,+0116803,-0257470,12:07:15.936776
580.805951,+0117042,-0258168,580.805951,+0117042,-0258168,12:07:15.982297
