===BEGIN_METADATA===
Test Type: Force Cycle,Force: 20N,Cycles: 100,Dwell Time: 1sec,Tool Accuracy: +/-0.05N
Test Number in Session: 01,Time since Last Test: ~30min
Number of ICB-Sensors: 1,Sensor Label(s): A
ICB-Sensor A's Serial#: 001,Length: 100mm,Spacing: 40mm,Saturation Load: 70N,Factor of Safety at Saturation: 1.5
ICB-Sensor A's Latest Calibration: N/A, kA1: 1.0, dA1: 1.0, cA1: 1.0, kA2: 1.0, dA2: 1.0, cA2: 1.0
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_90SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
===END_METADATA===
===BEGIN_DATA===
Time_A,Strain_A1_raw,Strain_A2_raw,Time_B,Strain_B1_raw,Strain_B2_raw,Current_Time
1165.282807,-0448975,-0552544,1165.282807,-0448975,-0552544,12:17:00.453756
1165.292846,-0449758,-0553231,1165.292846,-0449758,-0553231,12:17:00.453756
1165.302843,-0448948,-0552933,1165.302843,-0448948,-0552933,12:17:00.457612
1165.312839,-0449374,-0552692,1165.312839,-0449374,-0552692,12:17:00.458608
1165.322843,-0449527,-0553611,1165.322843,-0449527,-0553611,12:17:00.458608
1165.332840,-0449082,-0552675,1165.332840,-0449082,-0552675,12:17:00.499442
1165.342872,-0449804,-0553247,1165.342872,-0449804,-0553247,12:17:00.499442
1165.352871,-0448996,-0553090,1165.352871,-0448996,-0553090,12:17:00.500829
1165.362869,-0449505,-0552818,1165.362869,-0449505,-0552818,12:17:00.501840
1165.372890,-0449413,-0553464,1165.372890,-0449413,-0553464,12:17:00.545859
1165.382921,-0448968,-0552643,1165.382921,-0448968,-0552643,12:17:00.545859
1165.392922,-0449777,-0553235,1165.392922,-0449777,-0553235,12:17:00.545859
1165.402921,-0449039,-0553016,1165.402921,-0449039,-0553016,12:17:00.545859
1165.412919,-0449425,-0552692,1165.412919,-0449425,-0552692,12:17:00.545859
1165.422915,-0449549,-0553415,1165.422915,-0449549,-0553415,12:17:00.592742
1165.432992,-0449035,-0552470,1165.432992,-0449035,-0552470,12:17:00.593741
1165.442993,-0449766,-0553167,1165.442993,-0449766,-0553167,12:17:00.595738
1165.452988,-0448988,-0552995,1165.452988,-0448988,-0552995,12:17:00.596736
1165.462989,-0449594,-0552658,1165.462989,-0449594,-0552658,12:17:00.639151
1165.473022,-0449509,-0553590,1165.473022,-0449509,-0553590,12:17:00.639151
1165.483053,-0449093,-0552659,1165.483053,-0449093,-0552659,12:17:00.640315
1165.493050,-0449765,-0553199,1165.493050,-0449765,-0553199,12:17:00.640315
1165.503046,-0448984,-0553077,1165.503046,-0448984,-0553077,12:17:00.641543
1165.513045,-0449511,-0552662,1165.513045,-0449511,-0552662,12:17:00.685451
1165.523078,-0449502,-0553548,1165.523078,-0449502,-0553548,12:17:00.685451
1165.533077,-0449094,-0552645,1165.533077,-0449094,-0552645,12:17:00.685451
1165.543073,-0449841,-0553101,1165.543073,-0449841,-0553101,12:17:00.685451
1165.553069,-0448887,-0553019,1165.553069,-0448887,-0553019,12:17:00.686451
1165.563069,-0449506,-0552670,1165.563069,-0449506,-0552670,12:17:00.732773
1165.573166,-0449492,-0553567,1165.573166,-0449492,-0553567,12:17:00.732773
1165.583169,-0449158,-0552405,1165.583169,-0449158,-0552405,12:17:00.732773
1165.593166,-0449861,-0553172,1165.593166,-0449861,-0553172,12:17:00.733772
1165.603163,-0449155,-0553043,1165.603163,-0449155,-0553043,12:17:00.733772
1165.613162,-0449480,-0552658,1165.613162,-0449480,-0552658,12:17:00.778359
1165.623192,-0449450,-0553399,1165.623192,-0449450,-0553399,12:17:00.778359
1165.633190,-0449026,-0552556,1165.633190,-0449026,-0552556,12:17:00.779358
1165.643185,-0449854,-0553152,1165.643185,-0449854,-0553152,12:17:00.779358
1165.653183,-0449019,-0553044,1165.653183,-0449019,-0553044,12:17:00.824317
1165.663214,-0449514,-0552648,1165.663214,-0449514,-0552648,12:17:00.826326
1165.673230,-0449543,-0553381,1165.673230,-0449543,-0553381,12:17:00.826326
1165.683255,-0448849,-0552467,1165.683255,-0448849,-0552467,12:17:00.827326
1165.693256,-0449830,-0553049,1165.693256,-0449830,-0553049,12:17:00.827326
1165.703256,-0448995,-0553022,1165.703256,-0448995,-0553022,12:17:00.870888
1165.713289,-0449434,-0552545,1165.713289,-0449434,-0552545,12:17:00.870888
1165.723287,-0449470,-0553474,1165.723287,-0449470,-0553474,12:17:00.871892
1165.733283,-0448825,-0552478,1165.733283,-0448825,-0552478,12:17:00.871892
1165.743277,-0449867,-0553111,1165.743277,-0449867,-0553111,12:17:00.917507
1165.753332,-0449075,-0553054,1165.753332,-0449075,-0553054,12:17:00.918520
1165.763357,-0449339,-0552561,1165.763357,-0449339,-0552561,12:17:00.918520
1165.773360,-0449556,-0553488,1165.773360,-0449556,-0553488,12:17:00.919522
1165.783385,-0449031,-0552530,1165.783385,-0449031,-0552530,12:17:00.919522
1165.793381,-0449878,-0553216,1165.793381,-0449878,-0553216,12:17:00.964452
1165.803415,-0449161,-0553079,1165.803415,-0449161,-0553079,12:17:00.965547
1165.813411,-0449379,-0552490,1165.813411,-0449379,-0552490,12:17:00.965547
1165.823407,-0449442,-0553345,1165.823407,-0449442,-0553345,12:17:00.965547
1165.833406,-0449036,-0552557,1165.833406,-0449036,-0552557,12:17:00.966553
1165.843401,-0449820,-0553054,1165.843401,-0449820,-0553054,12:17:01.011639
1165.853433,-0449151,-0553006,1165.853433,-0449151,-0553006,12:17:01.011639
1165.863428,-0449378,-0552547,1165.863428,-0449378,-0552547,12:17:01.011639
1165.873424,-0449566,-0553386,1165.873424,-0449566,-0553386,12:17:01.011639
1165.883466,-0448941,-0552588,1165.883466,-0448941,-0552588,12:17:01.058091
1165.893477,-0449854,-0552992,1165.893477,-0449854,-0552992,12:17:01.058091
1165.903507,-0449135,-0553186,1165.903507,-0449135,-0553186,12:17:01.058091
1165.913503,-0449446,-0552575,1165.913503,-0449446,-0552575,12:17:01.059105
1165.923502,-0449511,-0553439,1165.923502,-0449511,-0553439,12:17:01.059105
1165.933497,-0448862,-0552639,1165.933497,-0448862,-0552639,12:17:01.104811
1165.943531,-0449803,-0553067,1165.943531,-0449803,-0553067,12:17:01.105798
1165.953525,-0449085,-0553102,1165.953525,-0449085,-0553102,12:17:01.105798
1165.963521,-0449509,-0552565,1165.963521,-0449509,-0552565,12:17:01.105798
1165.973518,-0449614,-0553352,1165.973518,-0449614,-0553352,12:17:01.105798
1165.983538,-0448783,-0552555,1165.983538,-0448783,-0552555,12:17:01.151199
1165.993569,-0449752,-0553033,1165.993569,-0449752,-0553033,12:17:01.151199
1166.003570,-0449206,-0553141,1166.003570,-0449206,-0553141,12:17:01.152229
1166.013567,-0449410,-0552579,1166.013567,-0449410,-0552579,12:17:01.152229
1166.023572,-0449465,-0553380,1166.023572,-0449465,-0553380,12:17:01.198539
1166.033619,-0449001,-0552601,1166.033619,-0449001,-0552601,12:17:01.198539
1166.043654,-0449819,-0553037,1166.043654,-0449819,-0553037,12:17:01.198539
1166.053651,-0449178,-0553023,1166.053651,-0449178,-0553023,12:17:01.198539
1166.063647,-0449230,-0552571,1166.063647,-0449230,-0552571,12:17:01.198539
1166.073644,-0449617,-0553468,1166.073644,-0449617,-0553468,12:17:01.244836
1166.083676,-0448825,-0552610,1166.083676,-0448825,-0552610,12:17:01.244836
1166.093685,-0449766,-0552933,1166.093685,-0449766,-0552933,12:17:01.244836
1166.103683,-0449114,-0553051,1166.103683,-0449114,-0553051,12:17:01.245838
1166.113678,-0449385,-0552523,1166.113678,-0449385,-0552523,12:17:01.245838
1166.123674,-0449668,-0553363,1166.123674,-0449668,-0553363,12:17:01.291188
1166.133711,-0448873,-0552605,1166.133711,-0448873,-0552605,12:17:01.291188
1166.143708,-0449847,-0553017,1166.143708,-0449847,-0553017,12:17:01.291188
1166.153704,-0449074,-0553157,1166.153704,-0449074,-0553157,12:17:01.291188
1166.163703,-0449444,-0552548,1166.163703,-0449444,-0552548,12:17:01.339118
1166.173782,-0449575,-0553314,1166.173782,-0449575,-0553314,12:17:01.339118
1166.183812,-0448964,-0552523,1166.183812,-0448964,-0552523,12:17:01.339118
1166.193833,-0449718,-0553015,1166.193833,-0449718,-0553015,12:17:01.340127
1166.203828,-0449139,-0553132,1166.203828,-0449139,-0553132,12:17:01.340127
1166.213823,-0449311,-0552430,1166.213823,-0449311,-0552430,12:17:01.385406
1166.223855,-0449597,-0553395,1166.223855,-0449597,-0553395,12:17:01.385406
1166.233852,-0448902,-0552759,1166.233852,-0448902,-0552759,12:17:01.385406
1166.243846,-0449884,-0552992,1166.243846,-0449884,-0552992,12:17:01.385406
1166.253840,-0449244,-0553113,1166.253840,-0449244,-0553113,12:17:01.385406
1166.263836,-0449293,-0552417,1166.263836,-0449293,-0552417,12:17:01.431182
1166.273865,-0449530,-0553497,1166.273865,-0449530,-0553497,12:17:01.432185
1166.283865,-0448903,-0552635,1166.283865,-0448903,-0552635,12:17:01.432185
1166.293907,-0449825,-0552978,1166.293907,-0449825,-0552978,12:17:01.432185
1166.303906,-0449013,-0553166,1166.303906,-0449013,-0553166,12:17:01.477646
1166.313961,-0449272,-0552396,1166.313961,-0449272,-0552396,12:17:01.477646
1166.323988,-0449629,-0553309,1166.323988,-0449629,-0553309,12:17:01.477646
1166.333984,-0448859,-0552609,1166.333984,-0448859,-0552609,12:17:01.477646
1166.343982,-0449724,-0553071,1166.343982,-0449724,-0553071,12:17:01.477646
1166.353978,-0449284,-0553063,1166.353978,-0449284,-0553063,12:17:01.523725
1166.364012,-0449172,-0552499,1166.364012,-0449172,-0552499,12:17:01.525097
1166.374013,-0449515,-0553293,1166.374013,-0449515,-0553293,12:17:01.525097
1166.384008,-0448958,-0552501,1166.384008,-0448958,-0552501,12:17:01.525097
1166.394034,-0449788,-0552939,1166.394034,-0449788,-0552939,12:17:01.525097
1166.404030,-0449097,-0553229,1166.404030,-0449097,-0553229,12:17:01.571045
1166.414062,-0449120,-0552489,1166.414062,-0449120,-0552489,12:17:01.572044
1166.424059,-0449620,-0553438,1166.424059,-0449620,-0553438,12:17:01.572044
1166.434056,-0448729,-0552656,1166.434056,-0448729,-0552656,12:17:01.572044
1166.444054,-0449872,-0552852,1166.444054,-0449872,-0552852,12:17:01.616697
1166.454115,-0449049,-0553059,1166.454115,-0449049,-0553059,12:17:01.617695
1166.464128,-0449146,-0552511,1166.464128,-0449146,-0552511,12:17:01.617695
1166.474122,-0449731,-0553297,1166.474122,-0449731,-0553297,12:17:01.617695
1166.484119,-0448796,-0552655,1166.484119,-0448796,-0552655,12:17:01.617695
1166.494143,-0449572,-0552803,1166.494143,-0449572,-0552803,12:17:01.663538
1166.504202,-0449063,-0553145,1166.504202,-0449063,-0553145,12:17:01.664537
1166.514198,-0449171,-0552451,1166.514198,-0449171,-0552451,12:17:01.664537
1166.524199,-0449566,-0553377,1166.524199,-0449566,-0553377,12:17:01.664537
1166.534193,-0448826,-0552669,1166.534193,-0448826,-0552669,12:17:01.665819
1166.544188,-0449668,-0552870,1166.544188,-0449668,-0552870,12:17:01.710433
1166.554220,-0448965,-0553233,1166.554220,-0448965,-0553233,12:17:01.710433
1166.564216,-0449270,-0552452,1166.564216,-0449270,-0552452,12:17:01.711445
1166.574210,-0449627,-0553319,1166.574210,-0449627,-0553319,12:17:01.711445
1166.584207,-0448859,-0552598,1166.584207,-0448859,-0552598,12:17:01.756797
1166.594236,-0449700,-0552741,1166.594236,-0449700,-0552741,12:17:01.756797
1166.604238,-0449091,-0553115,1166.604238,-0449091,-0553115,12:17:01.757798
1166.614235,-0449207,-0552447,1166.614235,-0449207,-0552447,12:17:01.757798
1166.624231,-0449548,-0553288,1166.624231,-0449548,-0553288,12:17:01.757798
1166.634227,-0448849,-0552681,1166.634227,-0448849,-0552681,12:17:01.803623
1166.644311,-0449704,-0552942,1166.644311,-0449704,-0552942,12:17:01.803623
1166.654312,-0449069,-0553156,1166.654312,-0449069,-0553156,12:17:01.803623
1166.664308,-0449167,-0552514,1166.664308,-0449167,-0552514,12:17:01.804639
1166.674302,-0449678,-0553422,1166.674302,-0449678,-0553422,12:17:01.804639
1166.684298,-0448817,-0552658,1166.684298,-0448817,-0552658,12:17:01.850381
1166.694328,-0449593,-0552875,1166.694328,-0449593,-0552875,12:17:01.852382
1166.704370,-0449197,-0553132,1166.704370,-0449197,-0553132,12:17:01.852382
1166.714370,-0449172,-0552451,1166.714370,-0449172,-0552451,12:17:01.852382
1166.724366,-0449664,-0553390,1166.724366,-0449664,-0553390,12:17:01.898035
1166.734398,-0448946,-0552625,1166.734398,-0448946,-0552625,12:17:01.898035
1166.744395,-0449694,-0552818,1166.744395,-0449694,-0552818,12:17:01.899049
1166.754394,-0449180,-0553243,1166.754394,-0449180,-0553243,12:17:01.899049
1166.764388,-0449283,-0552356,1166.764388,-0449283,-0552356,12:17:01.899049
1166.774389,-0449551,-0553343,1166.774389,-0449551,-0553343,12:17:01.945112
1166.784421,-0448760,-0552574,1166.784421,-0448760,-0552574,12:17:01.945112
1166.794416,-0449624,-0552873,1166.794416,-0449624,-0552873,12:17:01.946111
1166.804441,-0449155,-0553230,1166.804441,-0449155,-0553230,12:17:01.946111
1166.814437,-0449266,-0552420,1166.814437,-0449266,-0552420,12:17:01.946111
1166.824434,-0449718,-0553250,1166.824434,-0449718,-0553250,12:17:01.991539
1166.834466,-0448868,-0552727,1166.834466,-0448868,-0552727,12:17:01.991539
1166.844465,-0449684,-0552931,1166.844465,-0449684,-0552931,12:17:01.991539
1166.854461,-0449194,-0553168,1166.854461,-0449194,-0553168,12:17:01.992539
1166.864460,-0449244,-0552394,1166.864460,-0449244,-0552394,12:17:02.037941
1166.874525,-0449669,-0553331,1166.874525,-0449669,-0553331,12:17:02.038962
1166.884528,-0448783,-0552671,1166.884528,-0448783,-0552671,12:17:02.038962
1166.894525,-0449626,-0552789,1166.894525,-0449626,-0552789,12:17:02.038962
1166.904547,-0449046,-0553187,1166.904547,-0449046,-0553187,12:17:02.038962
1166.914561,-0449213,-0552396,1166.914561,-0449213,-0552396,12:17:02.084303
1166.924593,-0449701,-0553262,1166.924593,-0449701,-0553262,12:17:02.085327
1166.934587,-0448742,-0552498,1166.934587,-0448742,-0552498,12:17:02.085327
1166.944589,-0449599,-0552869,1166.944589,-0449599,-0552869,12:17:02.085327
1166.954585,-0449204,-0553183,1166.954585,-0449204,-0553183,12:17:02.085327
1166.964585,-0449210,-0552388,1166.964585,-0449210,-0552388,12:17:02.130543
1166.974619,-0449678,-0553146,1166.974619,-0449678,-0553146,12:17:02.130543
1166.984613,-0448819,-0552718,1166.984613,-0448819,-0552718,12:17:02.130543
1166.994609,-0449649,-0552824,1166.994609,-0449649,-0552824,12:17:02.130543
1167.004629,-0449195,-0553282,1167.004629,-0449195,-0553282,12:17:02.177457
1167.014663,-0449162,-0552436,1167.014663,-0449162,-0552436,12:17:02.177457
1167.024668,-0449580,-0553292,1167.024668,-0449580,-0553292,12:17:02.177457
1167.034667,-0448844,-0552714,1167.034667,-0448844,-0552714,12:17:02.178456
1167.044666,-0449647,-0552838,1167.044666,-0449647,-0552838,12:17:02.178456
1167.054667,-0449236,-0553303,1167.054667,-0449236,-0553303,12:17:02.226556
1167.064755,-0449155,-0552436,1167.064755,-0449155,-0552436,12:17:02.226556
1167.074752,-0449727,-0553247,1167.074752,-0449727,-0553247,12:17:02.226556
1167.084748,-0448884,-0552739,1167.084748,-0448884,-0552739,12:17:02.226556
1167.094742,-0449595,-0552857,1167.094742,-0449595,-0552857,12:17:02.226556
1167.104743,-0449316,-0553190,1167.104743,-0449316,-0553190,12:17:02.270156
1167.114815,-0449215,-0552367,1167.114815,-0449215,-0552367,12:17:02.270156
1167.124842,-0449627,-0553218,1167.124842,-0449627,-0553218,12:17:02.270156
1167.134847,-0448862,-0552715,1167.134847,-0448862,-0552715,12:17:02.270156
1167.144842,-0449661,-0552733,1167.144842,-0449661,-0552733,12:17:02.316540
1167.154872,-0449255,-0553171,1167.154872,-0449255,-0553171,12:17:02.316540
1167.164876,-0449216,-0552410,1167.164876,-0449216,-0552410,12:17:02.316540
1167.174874,-0449757,-0553241,1167.174874,-0449757,-0553241,12:17:02.317540
1167.184873,-0448869,-0552759,1167.184873,-0448869,-0552759,12:17:02.317540
1167.194868,-0449740,-0552622,1167.194868,-0449740,-0552622,12:17:02.362688
1167.204900,-0449196,-0553300,1167.204900,-0449196,-0553300,12:17:02.362688
1167.214930,-0449132,-0552376,1167.214930,-0449132,-0552376,12:17:02.362688
1167.224924,-0449740,-0553248,1167.224924,-0449740,-0553248,12:17:02.362688
1167.234921,-0448962,-0552704,1167.234921,-0448962,-0552704,12:17:02.409563
1167.244983,-0449616,-0552722,1167.244983,-0449616,-0552722,12:17:02.409563
1167.255017,-0449330,-0553285,1167.255017,-0449330,-0553285,12:17:02.409563
1167.265015,-0449151,-0552260,1167.265015,-0449151,-0552260,12:17:02.409563
1167.275012,-0449747,-0553216,1167.275012,-0449747,-0553216,12:17:02.410775
1167.285006,-0448822,-0552778,1167.285006,-0448822,-0552778,12:17:02.455730
1167.295038,-0449652,-0552716,1167.295038,-0449652,-0552716,12:17:02.457074
1167.305033,-0449291,-0553256,1167.305033,-0449291,-0553256,12:17:02.457074
1167.315051,-0449071,-0552332,1167.315051,-0449071,-0552332,12:17:02.457074
1167.325045,-0449707,-0553288,1167.325045,-0449707,-0553288,12:17:02.457074
1167.335058,-0448887,-0552711,1167.335058,-0448887,-0552711,12:17:02.504341
1167.345093,-0449552,-0552576,1167.345093,-0449552,-0552576,12:17:02.505360
1167.355091,-0449361,-0553342,1167.355091,-0449361,-0553342,12:17:02.505360
1167.365088,-0449064,-0552422,1167.365088,-0449064,-0552422,12:17:02.505360
1167.375083,-0449882,-0553204,1167.375083,-0449882,-0553204,12:17:02.505360
1167.385081,-0448974,-0552565,1167.385081,-0448974,-0552565,12:17:02.549899
1167.395113,-0449641,-0552788,1167.395113,-0449641,-0552788,12:17:02.550911
1167.405114,-0449244,-0553282,1167.405114,-0449244,-0553282,12:17:02.550911
1167.415133,-0449126,-0552403,1167.415133,-0449126,-0552403,12:17:02.550911
1167.425137,-0449845,-0553411,1167.425137,-0449845,-0553411,12:17:02.598046
1167.435169,-0448863,-0552692,1167.435169,-0448863,-0552692,12:17:02.598046
1167.445168,-0449577,-0552654,1167.445168,-0449577,-0552654,12:17:02.599046
1167.455166,-0449263,-0553301,1167.455166,-0449263,-0553301,12:17:02.599046
1167.465168,-0449145,-0552535,1167.465168,-0449145,-0552535,12:17:02.600052
1167.475164,-0449652,-0553262,1167.475164,-0449652,-0553262,12:17:02.647420
1167.485240,-0448855,-0552802,1167.485240,-0448855,-0552802,12:17:02.648435
1167.495235,-0449534,-0552860,1167.495235,-0449534,-0552860,12:17:02.648435
1167.505229,-0449274,-0553354,1167.505229,-0449274,-0553354,12:17:02.649428
1167.515225,-0449091,-0552510,1167.515225,-0449091,-0552510,12:17:02.690971
1167.525250,-0449715,-0553351,1167.525250,-0449715,-0553351,12:17:02.690971
1167.535327,-0448881,-0553007,1167.535327,-0448881,-0553007,12:17:02.691982
1167.545325,-0449554,-0552884,1167.545325,-0449554,-0552884,12:17:02.691982
1167.555321,-0449344,-0553496,1167.555321,-0449344,-0553496,12:17:02.691982
1167.565316,-0449076,-0552558,1167.565316,-0449076,-0552558,12:17:02.738587
1167.575348,-0449803,-0553284,1167.575348,-0449803,-0553284,12:17:02.738587
1167.585344,-0448912,-0552948,1167.585344,-0448912,-0552948,12:17:02.739602
1167.595343,-0449479,-0552825,1167.595343,-0449479,-0552825,12:17:02.739602
1167.605338,-0449402,-0553544,1167.605338,-0449402,-0553544,12:17:02.739602
1167.615334,-0448999,-0552629,1167.615334,-0448999,-0552629,12:17:02.785485
1167.625403,-0449644,-0553417,1167.625403,-0449644,-0553417,12:17:02.785485
1167.635399,-0448911,-0553043,1167.635399,-0448911,-0553043,12:17:02.785485
1167.645393,-0449688,-0552880,1167.645393,-0449688,-0552880,12:17:02.785485
1167.655389,-0449377,-0553462,1167.655389,-0449377,-0553462,12:17:02.785485
1167.665384,-0449009,-0552611,1167.665384,-0449009,-0552611,12:17:02.831560
1167.675419,-0449847,-0553463,1167.675419,-0449847,-0553463,12:17:02.831560
1167.685418,-0448918,-0552996,1167.685418,-0448918,-0552996,12:17:02.831560
1167.695412,-0449486,-0552870,1167.695412,-0449486,-0552870,12:17:02.831560
1167.705406,-0449367,-0553530,1167.705406,-0449367,-0553530,12:17:02.877856
1167.715439,-0449107,-0552612,1167.715439,-0449107,-0552612,12:17:02.878884
1167.725464,-0449725,-0553376,1167.725464,-0449725,-0553376,12:17:02.878884
1167.735479,-0448822,-0552929,1167.735479,-0448822,-0552929,12:17:02.878884
1167.745478,-0449526,-0552780,1167.745478,-0449526,-0552780,12:17:02.879879
1167.755473,-0449483,-0553536,1167.755473,-0449483,-0553536,12:17:02.925002
1167.765563,-0449007,-0552688,1167.765563,-0449007,-0552688,12:17:02.926000
1167.775562,-0449687,-0553297,1167.775562,-0449687,-0553297,12:17:02.926000
1167.785558,-0448912,-0553028,1167.785558,-0448912,-0553028,12:17:02.926000
1167.795554,-0449506,-0552838,1167.795554,-0449506,-0552838,12:17:02.926000
1167.805550,-0449346,-0553579,1167.805550,-0449346,-0553579,12:17:02.972109
1167.815584,-0448984,-0552567,1167.815584,-0448984,-0552567,12:17:02.973109
1167.825607,-0449761,-0553196,1167.825607,-0449761,-0553196,12:17:02.973109
1167.835605,-0448965,-0553058,1167.835605,-0448965,-0553058,12:17:02.973109
1167.845599,-0449370,-0552819,1167.845599,-0449370,-0552819,12:17:03.018974
1167.855629,-0449375,-0553546,1167.855629,-0449375,-0553546,12:17:03.018974
1167.865629,-0449127,-0552656,1167.865629,-0449127,-0552656,12:17:03.018974
1167.875625,-0449806,-0553286,1167.875625,-0449806,-0553286,12:17:03.018974
1167.885619,-0448820,-0552920,1167.885619,-0448820,-0552920,12:17:03.018974
1167.895615,-0449390,-0552779,1167.895615,-0449390,-0552779,12:17:03.066989
1167.905646,-0449283,-0553546,1167.905646,-0449283,-0553546,12:17:03.066989
1167.915647,-0448939,-0552673,1167.915647,-0448939,-0552673,12:17:03.067982
